@relation 'Free-Converter.com-sensor_test_fe_double_20_sec_shuffle_v2-84495343-weka.filters.unsupervised.attribute.Remove-R2,4-8,13,15-16,18,20-21,23-29,31-35,37,39-40,42-44,46-47,50-51,54,58-64,66-67,69-72,74-93,96,100,103,105,107-108,110-114'

@attribute AX-MinRed numeric
@attribute AX-MinInc numeric
@attribute AX-SqMean numeric
@attribute AX-GeoMean numeric
@attribute AX-HaMean numeric
@attribute AX-QuaMean numeric
@attribute AX-StdDev numeric
@attribute AX-Kurtosis numeric
@attribute AX-InqRan numeric
@attribute AY-MinInc numeric
@attribute AY-HaMean numeric
@attribute AY-Kurtosis numeric
@attribute AY-InqRan numeric
@attribute AZ-MinInc numeric
@attribute AZ-Ranj numeric
@attribute AZ-GeoMean numeric
@attribute AZ-HaMean numeric
@attribute AZ-StdDev numeric
@attribute AZ-Variance numeric
@attribute AZ-Kurtosis numeric
@attribute AZ-Skewness numeric
@attribute AZ-InqRan numeric
@attribute GX-AritMean numeric
@attribute GX-HaMean numeric
@attribute GX-CoVar numeric
@attribute GY-Skewness numeric
@attribute GY-InqRan numeric
@attribute GZ-MaxRed numeric
@attribute GZ-MinInc numeric
@attribute GZ-MaxInc numeric
@attribute GZ-Max numeric
@attribute GZ-Ranj numeric
@attribute GZ-SqMean numeric
@attribute GZ-HaMean numeric
@attribute GZ-StdDev numeric
@attribute Mode {Araba,Yurume,Tramvay,Met-Mar,Hafif_Rayli,Oto-Mbus}

@data
0.000006,0.000002,0.000435,0.005869,0.084522,0.020848,0.020848,9.587723,0.013153,0.000023,0.003457,17.048551,0.01142,0.000013,0.235581,0.004683,0.000461,0.015011,0.000225,12.415412,-0.400286,0.011347,0.001708,-0.008341,23.774304,0.388173,0.060417,0.153676,0.000018,0.235631,0.152317,0.24973,0.00044,-0.001238,0.020979,Tramvay
0.000003,0.000014,0.000123,0.003133,0.829944,0.011091,0.011094,50.623559,0.00724,0.000016,0.034741,9.086123,0.004959,0.000009,0.135651,0.004719,0.009411,0.010726,0.000115,7.56696,-0.277919,0.009937,-0.000657,0.001705,-14.751157,0.647235,0.009994,0.36745,0.000018,0.369512,0.336672,0.563265,0.000513,-0.149556,0.022651,Met-Mar
0.000251,0.000502,0.134479,0.175007,-1.036145,0.366714,0.342535,4.031013,0.413453,0.000538,-0.47471,3.435031,0.660114,0.002842,3.45266,0.293294,-0.396533,0.543602,0.295504,3.104917,-0.115479,0.760442,0.09072,1.323928,21.335073,0.801805,1.61599,3.4967,0.002473,3.08753,2.0512,4.79907,0.38396,109.704154,0.617853,Yurume
0.000039,0.000085,0.000825,0.012378,-0.008496,0.028724,0.028728,6.216332,0.029557,0.000056,0.036609,9.529081,0.051491,0.000022,0.304026,0.010893,0.053443,0.024652,0.000608,6.93626,-0.341967,0.026352,0.000414,-0.004449,102.003701,0.219059,0.124159,0.267985,0.000003,0.19943,0.168194,0.317083,0.001107,0.012936,0.033279,Oto-Mbus
0.000062,0.000056,0.000289,0.006786,0.011372,0.017001,0.016973,6.259911,0.016797,0.000124,-0.024842,7.508134,0.028548,0.000018,0.168533,0.006106,-0.006648,0.014971,0.000224,6.156237,-0.031074,0.015229,0.000019,0.018435,1536.363293,0.015615,0.041456,0.105419,0.000036,0.097017,0.074472,0.172382,0.000266,-0.001137,0.016296,Hafif_Rayli
0.000017,0.000003,0.000221,0.006222,-0.012436,0.014865,0.014797,24.424309,0.015194,0.000039,0.058728,4.651216,0.024991,0.000006,0.317203,0.005087,0.005419,0.01221,0.000149,41.446926,-1.229723,0.012855,-0.000053,0.063982,-456.798199,-0.828406,0.04314,0.150362,0.000001,0.167243,0.094313,0.252435,0.000145,-0.006323,0.012056,Met-Mar
0.000052,0.000018,0.00016,0.004564,0.002774,0.012637,0.012555,24.310116,0.010327,0.000002,0.010081,8.892159,0.012952,0.000011,0.194988,0.003812,0.126764,0.009844,0.000097,18.669429,-0.982806,0.009222,0.000358,0.030952,81.210238,0.055526,0.03824,0.285989,0.000001,0.287555,0.057082,0.345552,0.000161,-0.00481,0.012691,Met-Mar
0.00001,0.000039,0.000778,0.012139,-0.021742,0.027897,0.027901,6.481709,0.029508,0.000157,-0.038935,7.645087,0.050448,0.000004,0.22802,0.010897,0.008394,0.024747,0.000612,4.993266,-0.290595,0.026852,-0.000702,-0.015303,-60.879989,0.194029,0.120273,0.18596,0.000007,0.207705,0.155563,0.331829,0.001037,0.053883,0.032196,Oto-Mbus
0.000638,0.00071,0.146285,0.178657,0.199411,0.382472,0.359881,4.06977,0.430031,0.001353,-0.120118,4.107422,0.68539,0.000337,4.08132,0.306536,-1.625291,0.550973,0.303571,3.134395,-0.131393,0.751136,-0.000371,10.554788,-5100.372265,0.796396,1.643326,3.39503,0.001238,3.50859,1.51862,4.26576,0.358752,-0.373676,0.596754,Yurume
0.000122,0.000038,0.002495,0.018139,-0.098251,0.049946,0.0499,9.639818,0.044311,0.000141,-0.023709,9.787765,0.048287,0.000014,0.820625,0.023516,0.019356,0.060713,0.003686,9.509564,0.136665,0.05481,-0.000782,-0.124127,-74.843017,-0.085188,0.096921,0.913372,0.000091,0.914917,0.809191,1.573906,0.010564,-0.880338,0.102435,Araba
0.000411,0.000512,0.119063,0.176686,-0.183629,0.345055,0.344398,3.786468,0.416619,0.001933,0.717477,3.243986,0.69502,0.003273,4.37712,0.321483,-0.192968,0.584982,0.342204,3.471688,-0.188556,0.829097,0.013909,-0.178866,136.826897,0.802446,1.478811,3.737757,0.000168,3.79628,1.82275,4.81509,0.400734,-0.141394,0.631967,Yurume
0.000001,0.000001,0.000093,0.004333,-0.000467,0.009641,0.009643,4.949642,0.010802,0.000002,0.001306,6.048555,0.00764,0,0.182266,0.00635,0.097041,0.015172,0.00023,7.463232,-0.059938,0.014162,-0.001984,-0.016784,-5.323798,0.071974,0.019944,0.073026,0.000001,0.056541,0.041446,0.089949,0.000211,0.000732,0.013945,Met-Mar
0.00007,0.00001,0.000818,0.012514,-0.019157,0.028602,0.028609,8.551864,0.03061,0.000027,0.015869,8.250206,0.05023,0.000014,0.265329,0.010821,0.026315,0.025403,0.000645,5.918064,-0.261461,0.026699,0.000693,0.01675,61.981018,0.056387,0.117205,0.241768,0.000066,0.216571,0.180538,0.317298,0.000912,0.003576,0.030198,Oto-Mbus
0.000002,0,0.000306,0.006987,0.008184,0.017497,0.017461,4.725783,0.018113,0.000012,0.023089,6.703331,0.032202,0.000022,0.175814,0.006246,0.010632,0.015502,0.00024,7.139983,-0.098148,0.015426,0.000954,0.021206,31.570726,0.014923,0.044255,0.101064,0.00002,0.098793,0.079758,0.161524,0.000255,0.000781,0.015958,Hafif_Rayli
0.000006,0.000002,0.000178,0.004727,-0.001761,0.013341,0.013297,7.5773,0.01143,0.000025,-0.021936,6.177246,0.014999,0.000015,0.209205,0.007628,-0.041508,0.020673,0.000427,6.048227,0.116942,0.01777,-0.000087,0.036372,-189.233357,-0.210252,0.021402,0.111632,0.000004,0.102737,0.104746,0.181915,0.000334,-0.003816,0.018222,Hafif_Rayli
0.000072,0.000065,0.001273,0.014387,-0.004069,0.035683,0.035673,14.266583,0.033877,0.000027,0.066972,7.050823,0.031883,0.000137,1.021643,0.018535,-0.062276,0.054721,0.002994,19.500533,-0.473284,0.042186,-0.004024,-0.052493,-10.467722,-2.181679,0.049485,0.471202,0.00006,0.514649,0.324671,0.697472,0.007683,-0.051136,0.087121,Oto-Mbus
0.000046,0.000011,0.000171,0.004608,0.002534,0.013079,0.01308,7.812254,0.01094,0.000012,0.004362,6.070165,0.014513,0.000029,0.215863,0.007458,-0.01432,0.019765,0.000391,6.105332,-0.125181,0.018151,0.000965,0.019085,17.369847,-1.913316,0.022469,0.154139,0.000012,0.146822,0.142983,0.258026,0.000355,0.293407,0.018717,Hafif_Rayli
0.00009,0.000007,0.001077,0.016589,-0.015831,0.032823,0.032731,3.362109,0.041065,0.000003,-0.035224,3.511153,0.040289,0.000008,0.39881,0.023049,0.008348,0.04511,0.002035,3.44925,0.058402,0.060314,-0.000919,-0.045994,-29.786326,0.081798,0.062096,0.051911,0.000007,0.059258,0.071378,0.167566,0.000631,-0.025814,0.024605,Araba
0.000004,0.000023,0.000172,0.004766,-0.013451,0.013111,0.01311,8.180116,0.011187,0.000014,-0.001419,8.993986,0.014787,0.000003,0.327215,0.007696,-0.004185,0.021189,0.000449,11.820746,-0.472587,0.018326,0.001718,0.002479,9.478304,-0.348164,0.022182,0.189023,0.000017,0.192551,0.116254,0.29058,0.00037,-0.01708,0.019191,Hafif_Rayli
0.000014,0.00001,0.003941,0.020266,0.010978,0.062775,0.062788,15.247411,0.047186,0.000036,0.000992,16.682186,0.040758,0.000039,1.421661,0.030487,-0.023518,0.086152,0.007422,11.996272,0.09986,0.073134,0.000801,-0.037845,61.072539,-1.129078,0.116724,0.587055,0.000245,0.57164,0.571245,1.045003,0.004265,0.253493,0.065158,Oto-Mbus
0,0.000004,0.000172,0.003231,-0.009463,0.013127,0.013129,251.900963,0.007647,0.000003,-0.001445,19.771067,0.004633,0.00007,0.129888,0.004736,0.001905,0.010628,0.000113,7.042284,0.414163,0.01015,-0.000112,0.012335,-105.874992,-14.068332,0.010694,1.300355,0.000004,1.296853,0.625241,1.919301,0.00161,0.021826,0.040138,Met-Mar
0.000006,0.000003,0.00011,0.003242,2.0841,0.010485,0.010483,30.963575,0.007555,0.000004,0.005783,8.790471,0.00478,0.000015,0.165762,0.004756,-0.002497,0.01144,0.000131,10.969937,0.613856,0.010029,-0.00078,-0.002632,-24.095713,-14.256548,0.010719,1.599422,0.000005,1.606165,0.172216,1.783236,0.001714,0.006577,0.041385,Met-Mar
0,0,0.000057,0.001586,0.025693,0.007581,0.007564,26.44483,0.003189,0,0.01253,11.48932,0.004125,0,0.181699,0.004084,0.002574,0.01131,0.000128,14.193845,-0.131738,0.003853,-0.000194,-0.001129,-43.766598,-1.541352,0.006121,0.095367,0,0.092274,0.09626,0.181317,0.000116,-0.001241,0.010715,Met-Mar
0.000014,0.000006,0.000191,0.004461,0.020271,0.013803,0.01374,77.743191,0.010049,0.000079,0.006612,12.752901,0.013129,0.000011,0.25532,0.003951,0.020594,0.011238,0.000126,70.407165,-4.043175,0.009236,0.00017,-0.031651,176.609205,-0.249712,0.036322,0.142531,0.000007,0.148406,0.060925,0.202936,0.000134,-0.005219,0.011556,Met-Mar
0.000004,0.000033,0.000288,0.005822,-0.033443,0.016974,0.016978,17.491152,0.013947,0.000092,0.001718,8.568299,0.013148,0.000025,0.322421,0.005989,0.004749,0.020123,0.000405,16.463575,0.24376,0.013786,0.00071,-0.002158,15.395739,-0.415474,0.022245,0.171844,0.000004,0.195631,0.153764,0.335594,0.000551,-0.574252,0.023196,Tramvay
0.000016,0.00001,0.00049,0.00607,0.005352,0.022134,0.022119,9.739149,0.01378,0.000024,0.002269,13.413178,0.010069,0.000001,0.238927,0.004949,-0.029045,0.015775,0.000249,13.115466,-0.537376,0.01157,0.00104,0.001033,43.545533,0.276063,0.060408,0.194971,0.000011,0.143463,0.146077,0.270098,0.000468,0.022038,0.021624,Tramvay
0.000001,0.000002,0.000146,0.005441,0.005206,0.012081,0.012078,11.722426,0.014332,0.000002,0.001351,5.361212,0.007019,0,0.223975,0.012164,0.006654,0.025411,0.000646,3.533964,0.07813,0.030775,-0.00093,0.003262,-12.826392,0.048917,0.037196,0.084576,0.000036,0.089882,0.076694,0.159299,0.00019,-0.00286,0.013322,Met-Mar
0.000081,0.000129,0.003796,0.020002,0.013632,0.061615,0.061546,23.824245,0.047688,0.00002,0.002458,18.248203,0.048437,0.000313,1.22622,0.029982,0.005415,0.085233,0.007265,11.137299,-0.423865,0.071062,0.000228,-0.047651,213.123025,-0.221689,0.10836,0.792519,0.000173,0.836544,0.63082,1.463946,0.005144,0.034622,0.071628,Oto-Mbus
0.000019,0.000025,0.0008,0.012329,-0.029603,0.028282,0.028282,8.46133,0.030508,0.000064,-0.257514,8.033766,0.05297,0.000006,0.339256,0.01079,0.001238,0.024668,0.000608,8.01834,-0.413146,0.026139,0.002094,-0.009482,20.922522,0.132773,0.128303,0.203752,0.000021,0.24178,0.21655,0.358052,0.001047,-0.031819,0.032355,Oto-Mbus
0,0.000035,0.000158,0.003493,0.004581,0.012586,0.012587,53.941002,0.008024,0.000001,0.000404,68.323343,0.005055,0.00002,0.104021,0.004779,0.016568,0.01088,0.000118,5.733498,-0.100318,0.010085,-0.000271,-0.0017,-43.052757,-1.05279,0.010787,0.654247,0.000014,0.646653,0.649173,0.834167,0.000676,-0.001246,0.025993,Met-Mar
0.000004,0.000004,0.000156,0.004528,-0.002795,0.012491,0.012332,19.74295,0.010446,0.000051,0.020361,6.918703,0.012388,0.000003,0.272637,0.003765,-0.000464,0.010734,0.000115,63.199125,-3.21037,0.009304,-0.000185,-0.022121,-149.357771,-0.292657,0.036244,0.134809,0.000007,0.123809,0.057698,0.190846,0.000145,-0.006251,0.011994,Met-Mar
0.000538,0.000455,0.111369,0.166024,0.331344,0.33372,0.332593,4.074264,0.395146,0.002688,0.028924,3.119608,0.68134,0.000323,4.40437,0.335445,1.220355,0.590028,0.348133,3.193094,-0.170649,0.849102,-0.01708,-1.268788,-108.124146,0.832097,1.509966,3.54088,0.003792,3.48358,1.63996,4.42072,0.362755,-1.899727,0.599538,Yurume
0.000196,0.000001,0.001387,0.013756,-0.329489,0.037249,0.037242,18.080131,0.031322,0.000046,0.035415,7.419917,0.032488,0.000088,0.884757,0.017966,0.028742,0.051191,0.002621,15.188527,0.094585,0.042293,-0.004496,0.033635,-9.288469,-1.292442,0.051575,0.487265,0.000199,0.465135,0.278667,0.657498,0.007015,0.001828,0.083265,Oto-Mbus
0,0,0.000072,0.001686,0.002515,0.008469,0.008462,58.805275,0.003439,0,0.003526,15.632738,0.003846,0,0.161859,0.003983,0.002666,0.0108,0.000117,12.671031,-0.089328,0.004144,0.000002,-0.001256,5152.657538,-1.539404,0.006374,0.105044,0,0.118669,0.103866,0.196003,0.000127,-0.001609,0.011192,Met-Mar
0.000006,0.000013,0.000305,0.006944,-0.0518,0.01746,0.017443,5.589444,0.017148,0.000071,0.053852,7.605553,0.03301,0.000054,0.189836,0.005896,-0.034142,0.015164,0.00023,6.876695,0.210823,0.014378,0.000665,0.024436,45.011643,0.253321,0.047875,0.092545,0.000011,0.092273,0.072897,0.159367,0.000253,-0.009559,0.015912,Hafif_Rayli
0.000004,0.000063,0.000807,0.011773,0.044549,0.028404,0.028388,9.789992,0.028818,0.000021,0.034058,9.257149,0.053912,0.000033,0.251477,0.01102,-0.016848,0.024917,0.000621,5.572728,-0.250404,0.027003,-0.000035,-0.028564,-1230.184254,-0.060163,0.126218,0.2016,0.000059,0.216118,0.151817,0.3101,0.000998,-0.009082,0.031597,Oto-Mbus
0.000019,0.000004,0.000149,0.00443,-0.003875,0.012215,0.012117,22.301943,0.010037,0.00001,0.06095,7.881012,0.012348,0.000016,0.173795,0.003803,0.00012,0.009901,0.000098,12.452055,-0.199922,0.008957,-0.000238,-0.01613,-121.1217,-0.808378,0.036248,0.255661,0.000001,0.254946,0.103431,0.360175,0.000162,-0.002426,0.012696,Met-Mar
0.000021,0.000025,0.000319,0.005733,0.007744,0.01787,0.017866,18.277519,0.013393,0.000011,0.001704,15.239069,0.012532,0.000014,0.374189,0.005934,-0.00136,0.020089,0.000404,18.017039,-0.40491,0.013972,0.000784,0.004362,14.288508,0.06083,0.024441,0.209197,0.00003,0.21721,0.213416,0.417904,0.000677,-0.008354,0.025734,Tramvay
0.000004,0.000063,0.000822,0.011759,0.01092,0.028674,0.028667,9.309205,0.029052,0.000096,-0.080252,12.251519,0.051581,0.000033,0.354877,0.010238,-0.028521,0.02525,0.000638,8.761054,-0.063479,0.024192,0.00002,-0.068148,2078.758092,0.058941,0.127575,0.2016,0.000059,0.214775,0.210471,0.368754,0.001002,-0.007131,0.031634,Oto-Mbus
0.000006,0.000002,0.000448,0.005957,0.009999,0.021168,0.021173,12.26174,0.013654,0.000011,-0.000544,15.689243,0.011322,0.00003,0.228117,0.004507,0.000296,0.015152,0.00023,11.722944,-0.252044,0.010819,0.001456,0.007142,27.647426,0.498073,0.060357,0.153676,0.000001,0.235631,0.152317,0.282607,0.000463,-0.001226,0.021519,Tramvay
0.00001,0.00001,0.000147,0.003227,-0.015578,0.012105,0.012108,51.205758,0.007372,0.000002,0.00537,8.260552,0.004618,0.000023,0.10138,0.004369,-0.000187,0.010325,0.000107,5.77449,0.0541,0.009399,-0.000524,0.005432,-21.758403,-3.659048,0.010721,0.620851,0.000004,0.602696,0.607506,1.016552,0.000803,0.006577,0.028327,Met-Mar
0.000001,0.000014,0.000153,0.003369,-0.004494,0.01237,0.012372,51.725377,0.007712,0.000008,0.002015,11.330317,0.004879,0.000004,0.13332,0.004708,-0.000552,0.011203,0.000126,7.682957,-0.145056,0.009611,-0.000355,0.027769,-31.762467,2.857598,0.010698,0.604211,0.000003,0.615858,0.599197,0.774456,0.000726,0.011163,0.026932,Met-Mar
0.000016,0.000109,0.003886,0.025002,-0.017616,0.062339,0.062308,8.084473,0.058772,0.000057,-0.006806,5.013893,0.072248,0.000117,0.81336,0.02425,-0.029955,0.061446,0.003776,9.852299,0.172664,0.059032,0.001355,-0.014196,90.676755,1.925366,0.106459,1.582761,0.000094,1.640257,0.775627,2.474997,0.012499,0.017548,0.111579,Araba
0.000011,0.000042,0.0005,0.005955,-0.019673,0.022351,0.022348,13.600579,0.013673,0.000041,0.005699,14.561182,0.011117,0.00001,0.301525,0.004773,0.016356,0.015571,0.000242,18.005738,0.383276,0.010851,0.00143,-0.019098,29.497329,0.358849,0.058114,0.183941,0.000008,0.183369,0.126181,0.289257,0.000491,-0.006476,0.022157,Tramvay
0.000019,0.000058,0.000302,0.005809,-0.004484,0.017377,0.017376,12.269148,0.014025,0.000019,0.017768,13.732763,0.013364,0.000008,0.400559,0.005851,0.007448,0.021367,0.000457,18.752129,-0.468059,0.013372,0.000288,-0.005148,47.4434,0.611374,0.024287,0.163317,0.000022,0.181438,0.151371,0.279639,0.000514,-0.089223,0.022403,Tramvay
0.000015,0.000016,0.000742,0.011938,0.04182,0.027235,0.027223,5.382204,0.029053,0.000019,0.07334,5.64767,0.052401,0.000026,0.30132,0.010507,0.020822,0.024592,0.000605,6.731297,-0.185861,0.025792,0.000525,0.060302,80.873092,0.195392,0.121285,0.163515,0.000064,0.18211,0.148416,0.266261,0.000924,0.010164,0.030391,Oto-Mbus
0.000016,0.000042,0.004158,0.025316,0.007304,0.064485,0.064501,8.595212,0.059325,0.000057,-0.034101,9.450502,0.071507,0.000131,0.895172,0.024899,-0.031162,0.063029,0.003973,11.281439,-0.425979,0.058875,-0.000865,-0.005689,-153.284407,-4.956201,0.112218,1.582761,0.000094,1.640257,0.77224,2.47161,0.012146,0.049272,0.110071,Araba
0.000003,0.000085,0.001236,0.014312,0.031075,0.035161,0.035124,7.592871,0.033145,0.000112,-0.599925,6.526871,0.031179,0.000129,0.932631,0.018173,-0.003838,0.049732,0.002473,16.447718,-0.310892,0.042418,-0.00507,-0.021169,-8.20994,-0.270037,0.050791,0.480124,0.000137,0.514649,0.324671,0.703645,0.00735,0.038141,0.08512,Oto-Mbus
0.000086,0.000016,0.002785,0.018312,0.008887,0.052772,0.052754,12.567286,0.043964,0.000023,0.011119,11.39137,0.04815,0.000135,0.753151,0.024754,-0.000819,0.065009,0.004226,7.638124,0.174321,0.061494,-0.000451,0.002932,-133.842088,-0.061771,0.092113,0.838534,0.000083,0.869041,0.83722,1.534499,0.010556,-0.019799,0.102429,Araba
0.000007,0.000056,0.001122,0.013288,-0.017526,0.033499,0.033446,13.878485,0.0318,0,-0.005728,7.267185,0.032152,0.000035,1.014919,0.01749,-0.00283,0.050086,0.002509,23.875168,-0.891653,0.040636,-0.004178,0.021125,-10.335609,-2.595479,0.046918,0.553977,0.000016,0.487621,0.288072,0.658329,0.007974,-0.039664,0.088822,Oto-Mbus
0.000007,0.000015,0.000293,0.006915,-0.006291,0.017112,0.017097,5.469002,0.01695,0.000001,0.038661,6.076571,0.030496,0.000011,0.174268,0.006184,0.01519,0.015196,0.000231,6.597908,0.316078,0.01506,-0.000111,-0.008461,-269.735131,0.273574,0.041494,0.088128,0.000013,0.088746,0.060848,0.133915,0.000229,0.016068,0.015124,Hafif_Rayli
0.000021,0.00002,0.000312,0.007243,0.005219,0.01766,0.017608,4.879708,0.018005,0.000008,0.016309,6.16533,0.033793,0.000002,0.18183,0.005959,-0.004412,0.015307,0.000234,6.896876,-0.262069,0.014671,0.001173,-0.016546,24.813655,0.0484,0.045701,0.108495,0.000017,0.133696,0.079708,0.166298,0.00026,0.000893,0.016119,Hafif_Rayli
0.000344,0.00005,0.003872,0.025027,0.000046,0.062229,0.062139,13.750246,0.058553,0.000147,0.032611,5.959529,0.075482,0.000073,0.941282,0.024267,0.004543,0.059674,0.003561,15.526627,-0.838709,0.059295,-0.003794,0.056673,-22.592425,0.331921,0.107126,1.136927,0.000015,0.830332,0.683399,1.5062,0.009954,-0.016159,0.099661,Araba
0.00015,0.000985,0.137735,0.171894,-0.815084,0.371127,0.35096,4.255527,0.418634,0.000661,-0.069624,3.624152,0.668493,0.001343,3.89811,0.294594,0.656109,0.546489,0.298651,3.257622,-0.076473,0.745812,-0.030032,0.327792,-61.997374,0.792939,1.573522,3.245249,0.002614,2.945538,1.9178,4.80232,0.350581,-0.26089,0.589619,Yurume
0.000003,0.000043,0.000313,0.007465,0.00464,0.017678,0.01767,5.169152,0.0181,0.000063,0.088989,8.973885,0.032011,0.000028,0.185938,0.006105,-0.029987,0.015519,0.000241,6.889956,0.042549,0.014624,0.000296,0.001127,104.047073,0.50708,0.045549,0.1066,0.000017,0.085315,0.075972,0.152071,0.000256,-0.006346,0.015993,Hafif_Rayli
0,0.000023,0.000144,0.00327,-0.01544,0.012003,0.012006,44.229574,0.007674,0.000002,0.018069,7.702045,0.004775,0.000014,0.138652,0.004668,0.008999,0.010932,0.00012,7.374029,-0.030363,0.009957,-0.000252,0.004358,-47.265351,-1.881131,0.010666,0.620851,0.000029,0.602696,0.607506,1.016552,0.000854,-0.002615,0.029226,Met-Mar
0.000092,0.000052,0.14404,0.172607,-0.219281,0.379525,0.35577,3.905666,0.426952,0.000046,-0.12762,3.616807,0.682931,0.000949,3.96046,0.289417,-0.314133,0.553599,0.306472,3.103124,-0.057739,0.746335,-0.02344,-1.493478,-80.720564,0.843672,1.582169,3.43874,0.000926,3.36399,1.63693,4.34442,0.384647,0.158047,0.619762,Yurume
0.000001,0.000014,0.000225,0.004616,-0.249823,0.014985,0.014933,67.44938,0.010185,0.000079,-0.013178,6.743555,0.012995,0.000012,0.252566,0.00392,0.007621,0.010268,0.000105,38.162953,-1.733055,0.009201,0.000002,-0.011773,14194.135457,0.604615,0.037147,0.121131,0.000007,0.11757,0.066786,0.178545,0.000112,-0.003788,0.010592,Met-Mar
0.000001,0.000001,0.000836,0.010949,-0.026843,0.028913,0.028865,6.144978,0.026881,0.000034,-0.005304,16.358705,0.029434,0.000019,0.325563,0.011159,0.031706,0.03096,0.000959,8.87386,-0.782513,0.025676,-0.003122,-0.018685,-17.138868,0.203699,0.082726,0.281569,0.000007,0.216101,0.162898,0.35448,0.001211,-0.014023,0.034774,Oto-Mbus
0.000029,0.000011,0.000182,0.003191,-0.010216,0.013482,0.013485,68.213028,0.007323,0.000001,-0.001702,9.032806,0.004571,0.000009,0.12696,0.004295,-0.002506,0.010656,0.000114,8.157925,-0.139155,0.008952,-0.000425,-0.00446,-23.341905,0.958562,0.010547,0.445893,0.000011,0.451269,0.448546,0.689584,0.000598,0.250844,0.024456,Met-Mar
0.000013,0,0.000199,0.006032,0.011452,0.014098,0.014057,13.602685,0.014404,0.000023,-0.148959,3.725589,0.026634,0.000005,0.207097,0.004957,-0.017408,0.010969,0.00012,12.978095,0.416809,0.012039,-0.000066,0.062192,-349.139177,-0.799739,0.042622,0.179679,0.000003,0.146907,0.168169,0.272062,0.000131,-0.003363,0.011441,Met-Mar
0.000314,0.000771,0.114954,0.170919,0.072415,0.339048,0.337995,3.71205,0.421028,0.00065,0.382929,3.233069,0.722902,0.000333,4.5678,0.320211,0.507621,0.588844,0.346738,3.458857,-0.238574,0.821942,0.030679,3.262427,61.795214,0.832934,1.507433,3.503051,0.000826,3.36328,1.61643,4.55618,0.369699,0.345995,0.606735,Yurume
0.000046,0.000026,0.000919,0.011312,-0.028182,0.030317,0.030287,6.557337,0.028127,0.000078,-0.024237,10.003116,0.029995,0.000091,0.305094,0.011231,0.013712,0.030255,0.000915,6.80536,-0.448614,0.025839,0.001614,-0.317326,35.178219,-0.017865,0.083425,0.241599,0.00002,0.233265,0.228533,0.372415,0.001192,0.001661,0.034523,Oto-Mbus
0.000021,0.000019,0.004855,0.042772,-0.03351,0.069676,0.060909,4.382757,0.070238,0.000058,-0.072418,3.012588,0.080815,0.000031,0.770316,0.042051,-0.057288,0.081611,0.00666,4.855704,-0.074253,0.1003,0.004946,0.507978,14.380256,0.323684,0.144922,0.089799,0.000004,0.121387,0.360682,0.642867,0.022964,-0.127301,0.108079,Araba
0.000096,0.000015,0.001315,0.016449,-0.004369,0.036257,0.034906,4.161879,0.041583,0.000001,0.295944,5.04042,0.067817,0.000033,0.403057,0.031822,-0.020434,0.062168,0.003865,3.306894,-0.015004,0.080506,-0.000292,-0.034426,-132.068775,-0.064118,0.073702,0.060851,0.000004,0.050968,0.131084,0.28227,0.000843,-0.028601,0.028971,Araba
0.000038,0.000015,0.000152,0.004258,-0.043563,0.012327,0.012326,8.488191,0.010102,0.000009,-0.014501,6.290463,0.014523,0.000006,0.316806,0.007456,-0.002521,0.020541,0.000422,9.85683,-0.125642,0.017252,0.001352,-0.007413,11.562734,-3.338004,0.022199,0.155839,0.000017,0.146247,0.145796,0.2838,0.000372,0.016457,0.019193,Hafif_Rayli
0.000017,0.000136,0.000833,0.011014,-0.013079,0.02886,0.02885,6.272391,0.026745,0.000082,-0.03938,20.891748,0.027682,0.000034,0.325913,0.011262,-0.019117,0.03152,0.000994,7.515648,-0.900389,0.026538,-0.000439,0.026703,-130.404359,0.193993,0.08235,0.235163,0.000013,0.227948,0.203794,0.437524,0.00113,-0.005559,0.033582,Oto-Mbus
0.000161,0.00017,0.00361,0.024397,-0.051798,0.060086,0.060101,6.963192,0.057009,0.000082,0.081517,7.451646,0.074417,0.000094,1.425113,0.02537,-0.173639,0.067625,0.004573,66.059005,-3.841258,0.059191,0.001589,0.045967,81.089033,-0.386567,0.103022,0.859903,0.000058,0.800315,0.792171,1.506125,0.00881,0.016584,0.093537,Araba
0.000004,0.000024,0.000192,0.004274,0.002428,0.013861,0.013699,67.049383,0.009551,0.000014,-0.012117,7.040701,0.012382,0.000003,0.149132,0.003824,-0.007553,0.009814,0.000096,12.142769,0.13786,0.009145,-0.00013,-0.020756,-241.350963,0.57602,0.036028,0.311005,0.000002,0.320103,0.318966,0.478769,0.000172,-0.004626,0.013135,Met-Mar
0.000002,0.000007,0.000154,0.00493,0.012566,0.012396,0.012399,25.823959,0.012364,0.000002,-0.002832,5.157792,0.009384,0,0.117545,0.008687,-0.001167,0.017601,0.00031,3.038449,0.061284,0.022299,-0.000331,-0.008529,-33.683525,0.394885,0.031633,0.093179,0.000001,0.1232,0.068587,0.166045,0.000205,0.017209,0.014295,Met-Mar
0.000027,0.000003,0.000161,0.003307,0.002854,0.012672,0.012674,149.244833,0.007301,0.000025,-0.000633,22.287621,0.004773,0.000004,0.210618,0.004399,0.000923,0.011064,0.000122,23.742745,1.200848,0.009418,-0.000147,-0.012916,-80.95064,2.778226,0.01002,1.536786,0.000001,1.544984,0.70118,2.24031,0.002539,-0.042098,0.050393,Met-Mar
