@relation 'Free-Converter.com-sensor_test_fe_double_20_sec_shuffle_v2-84495343-weka.filters.unsupervised.attribute.Remove-R2,4-8,13,15-16,18,20-21,23-29,31-35,37,39-40,42-44,46-47,50-51,54,58-64,66-67,69-72,74-93,96,100,103,105,107-108,110-114'

@attribute AX-MinRed numeric
@attribute AX-MinInc numeric
@attribute AX-SqMean numeric
@attribute AX-GeoMean numeric
@attribute AX-HaMean numeric
@attribute AX-QuaMean numeric
@attribute AX-StdDev numeric
@attribute AX-Kurtosis numeric
@attribute AX-InqRan numeric
@attribute AY-MinInc numeric
@attribute AY-HaMean numeric
@attribute AY-Kurtosis numeric
@attribute AY-InqRan numeric
@attribute AZ-MinInc numeric
@attribute AZ-Ranj numeric
@attribute AZ-GeoMean numeric
@attribute AZ-HaMean numeric
@attribute AZ-StdDev numeric
@attribute AZ-Variance numeric
@attribute AZ-Kurtosis numeric
@attribute AZ-Skewness numeric
@attribute AZ-InqRan numeric
@attribute GX-AritMean numeric
@attribute GX-HaMean numeric
@attribute GX-CoVar numeric
@attribute GY-Skewness numeric
@attribute GY-InqRan numeric
@attribute GZ-MaxRed numeric
@attribute GZ-MinInc numeric
@attribute GZ-MaxInc numeric
@attribute GZ-Max numeric
@attribute GZ-Ranj numeric
@attribute GZ-SqMean numeric
@attribute GZ-HaMean numeric
@attribute GZ-StdDev numeric
@attribute Mode {Araba,Yurume,Tramvay,Met-Mar,Hafif_Rayli,Oto-Mbus}

@data
0.000036,0.000014,0.000481,0.006319,0.000866,0.021932,0.021925,9.027806,0.014627,0.000003,0.006844,15.458875,0.010744,0.000003,0.298656,0.004671,0.022933,0.015751,0.000248,20.390201,0.015611,0.011355,0.001421,-0.004811,28.998599,0.614918,0.061314,0.151838,0.000015,0.140877,0.121285,0.272271,0.000442,-0.011859,0.021036,Tramvay
0.000004,0.000006,0.000157,0.004493,0.002715,0.012536,0.012431,21.25862,0.009908,0.000031,-0.015542,7.013281,0.012553,0.000013,0.125243,0.003803,0.000923,0.00939,0.000088,8.182687,-0.160376,0.00945,-0.000092,-0.022536,-296.756221,0.25954,0.036119,0.163778,0.000002,0.170959,0.17292,0.263822,0.000112,-0.001187,0.010605,Met-Mar
0.000018,0.000006,0.000275,0.007136,0.003394,0.016584,0.016552,4.524704,0.017059,0.00004,0.022,7.525684,0.032353,0.000007,0.181496,0.005978,0.007852,0.014872,0.000221,6.821777,-0.14979,0.015097,0.000418,-0.016414,68.990949,0.636977,0.043552,0.101227,0.000029,0.097718,0.086856,0.18921,0.000252,-0.000069,0.015885,Hafif_Rayli
0.000456,0.002674,0.116878,0.172019,-0.05649,0.341874,0.340875,3.595319,0.409019,0.000489,1.564507,3.077023,0.713837,0.00029,4.06284,0.318012,4.314735,0.584009,0.341067,3.324848,-0.200257,0.812254,0.012109,4.553935,157.460645,0.789838,1.493638,3.64863,0.000237,3.51967,2.16218,4.75001,0.387616,0.009023,0.621402,Yurume
0.000061,0.000011,0.001079,0.013759,-0.00015,0.032851,0.03284,7.980427,0.031119,0.000077,-0.002884,9.863544,0.031592,0.000008,1.321557,0.018105,0.00466,0.054758,0.002998,77.950244,-4.196806,0.041753,-0.002739,0.039616,-15.468772,7.375131,0.049251,0.611431,0.00023,0.43458,0.311486,0.685237,0.007594,-0.007698,0.086837,Oto-Mbus
0.000172,0.000037,0.000777,0.011764,-0.003768,0.027867,0.027856,6.568209,0.028972,0.000271,0.058361,7.177222,0.053136,0.000021,0.262989,0.011059,-0.008854,0.024702,0.00061,5.498715,-0.082724,0.027529,0.00026,-0.036263,162.195972,-0.008718,0.120314,0.277786,0.000001,0.244857,0.240758,0.389792,0.001049,0.096997,0.032386,Oto-Mbus
0.000005,0.000041,0.000303,0.005819,-0.001522,0.017403,0.017407,11.995133,0.014316,0.000031,-0.07136,9.762023,0.013256,0.000025,0.331641,0.005988,0.002208,0.020957,0.000439,15.843537,0.200391,0.013792,0.000597,1.471391,19.913371,-1.082132,0.024045,0.171988,0.000004,0.177089,0.174724,0.303618,0.00058,-0.002357,0.023813,Tramvay
0.000008,0.000015,0.000197,0.005673,0.004916,0.014039,0.013997,20.565746,0.01392,0.000012,-0.004137,4.503969,0.024991,0.000028,0.236651,0.004701,-0.016325,0.011267,0.000127,22.730397,-0.983676,0.011896,-0.000294,-0.031644,-79.954487,-0.52294,0.040045,0.444163,0.000069,0.426408,0.066035,0.492955,0.000213,-0.001923,0.014563,Met-Mar
0.000279,0.00005,0.003761,0.024856,0.000046,0.061326,0.061284,8.014236,0.057389,0.000147,-0.043084,4.721685,0.075711,0.000045,1.183514,0.025073,0.495208,0.063019,0.003971,25.1706,-1.525184,0.059813,-0.005302,-0.002091,-29.013087,-2.141347,0.107975,1.93104,0.000015,1.886153,1.90727,2.730071,0.014254,0.000363,0.119375,Araba
0.000001,0.000041,0.000266,0.005688,-0.001149,0.016302,0.016305,15.061124,0.013644,0.000006,0.006404,11.727107,0.012515,0.000016,0.390701,0.005999,0.004011,0.0217,0.000471,18.046268,0.624422,0.014088,0.001051,-0.001872,11.36504,0.801834,0.023126,0.174012,0.000003,0.195574,0.142976,0.285868,0.000517,0.051287,0.022511,Tramvay
0.00047,0.000049,0.11335,0.170381,-0.48961,0.336675,0.336735,3.50784,0.420677,0.00055,-115.890298,2.977107,0.702165,0.000153,4.09157,0.328861,-0.082699,0.584537,0.341684,3.343089,-0.258634,0.813627,0.021971,0.718139,86.268039,0.709484,1.470752,4.117743,0.000722,4.08494,1.56622,4.91796,0.368588,-0.050794,0.604927,Yurume
0.000007,0.000096,0.000272,0.005689,-0.014559,0.016499,0.0165,9.079064,0.013134,0.000001,0.003262,16.822162,0.013266,0.000087,0.343121,0.006316,0.005852,0.020989,0.000441,17.894438,0.978048,0.014561,0.000682,-0.001835,17.187255,-0.241037,0.023471,0.154952,0.000008,0.120915,0.122131,0.238782,0.000494,-0.002359,0.021967,Tramvay
0.000012,0.000007,0.000183,0.005833,0.010762,0.013524,0.013491,16.708955,0.014209,0.000032,0.011257,4.320815,0.025783,0.000004,0.141673,0.005082,0.043407,0.010751,0.000116,7.330403,0.367469,0.012321,0.000711,0.00431,31.39204,0.08585,0.043577,0.220649,0,0.226877,0.123441,0.340359,0.000146,0.057886,0.012085,Met-Mar
0.000002,0.000025,0.000252,0.005561,0.004214,0.01587,0.015874,19.578607,0.01361,0.000021,-0.004999,13.209567,0.012833,0.000015,0.456073,0.006,-0.001131,0.020245,0.00041,28.045575,0.566093,0.013976,0.001048,-0.007884,10.199036,0.178649,0.024751,0.2002,0.00001,0.211976,0.214674,0.376113,0.000485,-0.028616,0.021807,Tramvay
0.000208,0.000396,0.113363,0.169717,-0.595884,0.336695,0.335893,3.814097,0.410984,0.000667,-0.143679,3.500833,0.693961,0.000174,4.5678,0.316132,2.303875,0.580196,0.336627,3.453295,-0.232221,0.815684,0.035057,-1.15297,53.519949,0.7337,1.400498,3.503051,0.000826,3.56862,1.61643,4.17154,0.343286,2.06809,0.584295,Yurume
0,0.000004,0.000131,0.003347,0.001754,0.011425,0.011426,94.660027,0.008115,0.000018,-0.002706,33.185326,0.004746,0.000035,0.185583,0.00466,-0.018658,0.01123,0.000126,13.867639,-0.587474,0.009993,-0.000445,-0.002733,-26.100477,19.922806,0.010786,0.800074,0.000002,0.794714,0.537323,1.334728,0.001173,0.008747,0.034259,Met-Mar
0.000008,0.000007,0.002655,0.018034,0.048759,0.051522,0.051517,22.030791,0.041925,0.000014,0.040892,9.322973,0.048308,0.000108,0.822503,0.024475,-1.340251,0.062386,0.003892,9.5782,-0.167069,0.056905,-0.003355,-0.007974,-17.16813,0.194344,0.094816,0.856482,0.00012,0.747425,0.768826,1.212463,0.008679,0.025335,0.092588,Araba
0.000417,0.000272,0.117863,0.179548,0.331973,0.343312,0.342545,3.731042,0.417397,0.00194,-0.096329,3.243311,0.691408,0.003585,4.15311,0.33109,-0.523718,0.580548,0.337036,3.202758,-0.121328,0.831733,0.007365,-0.396107,258.45891,0.834536,1.452524,3.737757,0.002362,3.45512,1.74288,4.98567,0.361276,-0.753525,0.598558,Yurume
0.000072,0.000009,0.00089,0.011382,0.104004,0.029828,0.029709,6.306539,0.02853,0.00004,-0.099273,11.926938,0.02838,0.000027,0.399916,0.011518,0.004284,0.030314,0.000919,8.821919,-0.814786,0.027025,-0.002347,-0.006174,-23.080762,0.045155,0.087745,0.207973,0.000021,0.18329,0.190584,0.327009,0.001085,-0.016497,0.032947,Oto-Mbus
0.000002,0.000017,0.000174,0.004713,-0.012559,0.013202,0.013045,33.119306,0.010822,0.000046,-0.021751,6.063875,0.012542,0.000006,0.112813,0.003873,-0.030614,0.009603,0.000092,7.120207,-0.307123,0.009384,-0.000681,-0.009193,-40.47876,0.136885,0.038216,0.281539,0.000001,0.274131,0.278255,0.342524,0.000167,-0.008562,0.012937,Met-Mar
0,0.000003,0.000158,0.004683,0.011517,0.012559,0.01256,7.176157,0.011362,0.000029,0.004483,6.633072,0.014569,0.000007,0.317203,0.007373,-0.003999,0.020541,0.000422,10.756988,0.257908,0.017026,0.001447,0.006963,10.662747,-0.442016,0.022092,0.154643,0.000046,0.136667,0.141112,0.284444,0.000399,-0.015926,0.019778,Hafif_Rayli
0.000077,0.00065,0.114167,0.171051,-0.311077,0.337887,0.336944,3.952775,0.41765,0.00075,0.43795,3.204322,0.709123,0.00157,3.68809,0.326442,2.045384,0.577967,0.334045,3.236169,-0.236514,0.828267,-0.032573,-3.72123,-57.289737,0.829315,1.488326,3.578628,0.000288,3.889697,1.7121,4.6414,0.368414,2.429654,0.606503,Yurume
0.000038,0.000002,0.000892,0.011811,0.019548,0.029865,0.029846,6.000663,0.027877,0.00009,0.076146,13.928914,0.028943,0.000044,0.316995,0.011436,-0.004155,0.030128,0.000908,6.795329,-0.615429,0.027461,-0.001414,-0.016771,-36.235541,-0.268942,0.083762,0.201861,0.00005,0.21932,0.211181,0.37561,0.001112,-0.042044,0.033348,Oto-Mbus
0.000004,0.000003,0.000102,0.003242,-0.028686,0.010086,0.010088,28.917563,0.007558,0.000016,-0.00051,41.036724,0.004826,0.000022,0.124075,0.004742,-0.009138,0.011088,0.000123,7.328687,0.346926,0.010089,-0.000535,-0.014101,-19.412766,-1.227595,0.010188,0.715073,0.00001,0.737486,0.688639,1.108188,0.0007,0.00951,0.026457,Met-Mar
0.000068,0.000451,0.123392,0.172417,-0.843172,0.351272,0.350708,3.750639,0.42198,0.000719,0.685669,3.065393,0.739992,0.000395,4.47557,0.331526,-0.123572,0.601854,0.362228,3.510186,-0.286356,0.824675,-0.064158,0.310668,-28.756391,0.940195,1.466875,3.57022,0.000203,3.43449,1.5825,4.52509,0.380884,-0.222743,0.61666,Yurume
0.000017,0.000075,0.000157,0.004694,-0.007068,0.012541,0.012544,7.738303,0.011042,0.000002,-0.101909,6.462091,0.015195,0.000013,0.290716,0.007512,-0.003071,0.020604,0.000425,9.494788,0.255857,0.017864,0.000872,-0.002362,18.18465,-0.454787,0.02309,0.136615,0.000046,0.135797,0.139517,0.252678,0.000368,-0.008463,0.019064,Hafif_Rayli
0.000001,0.00001,0.000126,0.005036,-0.021475,0.011221,0.01119,14.569522,0.012867,0.000001,-0.008597,3.453816,0.010143,0,0.200722,0.010845,0.001427,0.021933,0.000481,3.521321,0.104241,0.027196,-0.00077,-0.008637,-14.216312,-0.06566,0.035073,0.080251,0.000002,0.071873,0.071439,0.123239,0.000142,0.006044,0.011893,Met-Mar
0.000039,0.000004,0.001306,0.013747,-0.003582,0.036144,0.036138,16.632182,0.031801,0.000077,0.069842,8.349589,0.031058,0.000008,1.113106,0.018056,-0.001142,0.055026,0.003028,22.93715,0.481729,0.041434,-0.002734,0.005779,-15.559949,-0.349281,0.049643,0.558765,0.000032,0.452994,0.315956,0.665914,0.006923,0.011415,0.082954,Oto-Mbus
0.000004,0.00002,0.000159,0.004709,-0.00393,0.012624,0.012622,7.207784,0.011487,0.000017,-0.00888,6.028658,0.014998,0.00001,0.198508,0.0076,-0.269566,0.020587,0.000424,5.784037,-0.040569,0.01798,0.000891,0.004384,18.399752,-0.341497,0.02249,0.197546,0.000005,0.200372,0.166832,0.370438,0.000415,0.007092,0.02026,Hafif_Rayli
0.000036,0.000023,0.000175,0.004937,-0.015845,0.013246,0.013249,7.384268,0.011143,0.000014,-0.000966,8.55602,0.014841,0.000003,0.286214,0.007554,-0.019458,0.02133,0.000455,11.260566,-0.772624,0.017922,0.00103,0.001882,15.137308,-2.86601,0.022023,0.189023,0.000017,0.1734,0.181613,0.339209,0.000397,-0.060052,0.019823,Hafif_Rayli
0.000034,0.000009,0.00032,0.007198,0.036572,0.017891,0.017844,6.180586,0.017208,0.000064,0.891096,6.242914,0.032481,0.000032,0.18424,0.006096,-0.001865,0.0155,0.00024,7.251402,0.015344,0.015908,0.000722,-0.023777,42.223013,0.082724,0.04377,0.106322,0.000018,0.093691,0.09285,0.197445,0.000281,-0.012622,0.016736,Hafif_Rayli
0.000034,0.000001,0.000167,0.004544,0.004419,0.012923,0.012925,8.280613,0.010677,0.000001,-0.003636,6.050037,0.014421,0.000011,0.259802,0.007375,0.008807,0.020294,0.000412,9.150203,-0.471639,0.016874,0.001026,0.003462,15.475235,5.859023,0.022477,0.120752,0.000001,0.133694,0.074603,0.195438,0.000361,-0.0738,0.018945,Hafif_Rayli
0.000001,0.000003,0.000083,0.003661,-0.000397,0.009098,0.0091,30.9019,0.00884,0.000003,-0.000356,7.81877,0.006104,0,0.167606,0.005177,0.019283,0.012298,0.000151,10.256986,-0.419508,0.010811,-0.002883,-0.011724,-3.304412,0.079424,0.015084,0.066294,0.000002,0.068404,0.074459,0.110603,0.000115,0.060154,0.009995,Met-Mar
0.000003,0.000046,0.000164,0.004653,-0.001343,0.0128,0.012533,18.989555,0.009869,0.000017,0.016527,26.893373,0.012666,0.000008,0.341171,0.003758,0.000925,0.011002,0.000121,81.996232,-3.002091,0.008785,-0.001163,-0.011571,-28.216588,-0.015076,0.033918,0.284604,0.000017,0.289285,0.282235,0.483609,0.000218,-0.000739,0.014746,Met-Mar
0.000072,0.000029,0.000291,0.007081,-0.031302,0.017045,0.017014,5.363848,0.017034,0.000108,0.058838,5.982592,0.032699,0.000002,0.171812,0.006009,0.001584,0.015029,0.000226,6.285997,-0.043158,0.014962,0.001583,-0.008347,18.443707,0.330477,0.04231,0.123209,0.000016,0.13345,0.077757,0.194714,0.000269,-0.001934,0.01641,Hafif_Rayli
0.000001,0.000001,0.000121,0.004424,-0.003777,0.011002,0.011005,18.489449,0.010753,0.000001,0.001286,6.372967,0.009321,0,0.235586,0.007307,0.001424,0.01903,0.000362,9.098433,0.069014,0.016372,-0.000207,-0.005067,-65.408192,0.099659,0.026405,0.113703,0.000002,0.100852,0.054976,0.141417,0.000216,0.012925,0.014037,Met-Mar
0.000027,0.000084,0.000817,0.012037,-0.004277,0.028583,0.02859,6.411973,0.029432,0.000065,0.013383,8.24132,0.050095,0.000022,0.263005,0.010856,-0.012197,0.025378,0.000644,6.1608,-0.519507,0.02626,0.000042,-0.020692,1024.961213,0.034996,0.12922,0.212755,0.000037,0.219378,0.163654,0.301448,0.001081,-0.005227,0.03287,Oto-Mbus
0.000015,0.000012,0.000195,0.005525,0.00021,0.013955,0.013889,32.671039,0.013672,0.000014,0.015395,5.277829,0.025658,0.000005,0.258791,0.005127,-0.0055,0.011865,0.000141,25.389304,0.685739,0.012804,-0.000225,-0.006879,-110.081764,0.126728,0.042195,0.153186,0.00002,0.152199,0.155271,0.286551,0.000148,0.002441,0.01216,Met-Mar
0.000001,0.00001,0.000483,0.006132,-0.00715,0.02197,0.021942,10.328386,0.014677,0.000012,-0.014317,13.917659,0.01216,0.000023,0.299139,0.004963,0.01119,0.01636,0.000268,17.712107,0.162175,0.011296,0.000642,-0.005776,64.652416,0.233304,0.06127,0.172042,0.000011,0.133844,0.109097,0.226566,0.000465,-0.040024,0.021571,Tramvay
0.000053,0.000018,0.000892,0.011419,-0.014751,0.029861,0.02985,5.9154,0.027699,0.000032,-0.014562,13.17438,0.028255,0.000082,0.405277,0.011619,-0.00024,0.030456,0.000928,8.520706,-0.80761,0.028922,-0.000806,-0.371509,-65.208593,-0.034005,0.085176,0.229081,0.000007,0.285515,0.222144,0.435973,0.001171,0.010538,0.034225,Oto-Mbus
0.000025,0.000011,0.001052,0.017402,0.185563,0.03244,0.032448,3.050431,0.041927,0.000019,0.000532,4.643948,0.039549,0.000023,0.512935,0.019827,-0.233089,0.044081,0.001943,6.60801,-0.226492,0.049899,0.001746,0.37182,14.726449,-0.005477,0.069677,0.053751,0.000001,0.045287,0.078272,0.20581,0.000611,0.005644,0.024139,Araba
0.00007,0.000072,0.003261,0.020666,-0.021236,0.057106,0.057117,15.212067,0.049461,0.000036,0.009212,22.836255,0.044356,0.000152,1.046719,0.028895,0.015922,0.080597,0.006496,9.925803,-0.044202,0.068675,-0.00102,-0.021019,-42.884383,-2.071356,0.116275,0.923329,0.000027,0.936288,0.575766,1.513631,0.004678,-0.00035,0.068374,Oto-Mbus
0.000112,0.000221,0.003144,0.020471,0.052901,0.056075,0.056089,13.978761,0.045146,0.00004,0.006549,33.671477,0.044986,0.000248,1.285357,0.030046,-0.072096,0.082312,0.006775,12.039063,0.17381,0.070638,-0.001235,0.007475,-38.357795,-0.938142,0.115491,0.552519,0.000011,0.561523,0.560358,0.854358,0.003757,-0.061578,0.061043,Oto-Mbus
0.000032,0.000114,0.002521,0.017614,-0.010141,0.050209,0.050218,11.663931,0.043426,0.000064,-0.019197,28.476084,0.047845,0.000163,0.862718,0.022493,-9.674154,0.060706,0.003685,11.691502,0.365798,0.051592,-0.001266,0.028222,-46.415799,0.786087,0.093864,0.938332,0.000225,1.082716,0.895358,1.344385,0.010329,-0.025052,0.101077,Araba
0.000073,0.000152,0.003929,0.020292,-0.001643,0.062686,0.0627,20.520212,0.048405,0.000031,0.037715,11.182483,0.046586,0.000059,1.198828,0.030235,-0.04583,0.081985,0.006722,9.81666,0.324941,0.072509,-0.001019,-0.023464,-48.306902,-0.403843,0.121262,0.611426,0.000066,0.767795,0.598959,0.965989,0.004439,-0.003047,0.066218,Oto-Mbus
0,0.000001,0.000232,0.005828,0.00173,0.015239,0.015188,11.811639,0.013804,0.000001,-0.00128,5.319507,0.007562,0,0.169729,0.005385,-0.001966,0.012836,0.000165,7.275015,0.292282,0.012803,0.00287,-0.004712,4.144947,0.397638,0.023603,0.089166,0.000002,0.092259,0.055423,0.123339,0.000281,-0.004725,0.015856,Met-Mar
0.000016,0.000007,0.000227,0.00598,0.002965,0.015071,0.015042,26.191546,0.013922,0.000014,-0.019133,3.74239,0.025386,0.000006,0.251331,0.004828,0.00481,0.011728,0.000138,55.985063,-3.349056,0.011963,0.000037,-0.009788,621.14945,0.277686,0.042007,0.171387,0.000002,0.174052,0.086596,0.265792,0.000136,-0.002496,0.011644,Met-Mar
0.000022,0,0.001249,0.016704,-0.004016,0.035338,0.035339,3.994437,0.041016,0.000001,0.010969,3.986944,0.052451,0.000033,0.395391,0.028755,0.120017,0.056814,0.003228,3.409039,0.150271,0.07296,0.001151,-0.02116,33.05829,-0.092852,0.082145,0.052343,0.000009,0.060297,0.131084,0.254585,0.000933,-0.02779,0.030525,Araba
0.000064,0.000163,0.001165,0.013006,0.042865,0.034133,0.034125,10.77179,0.030472,0.000071,0.002548,7.882604,0.031528,0.000023,0.766607,0.017301,-0.016757,0.050114,0.002511,13.147555,-0.609407,0.041448,-0.00362,-0.090256,-11.32511,0.341017,0.047063,0.430185,0.000041,0.441119,0.305768,0.682601,0.007198,0.010525,0.084556,Oto-Mbus
0.000045,0.000075,0.000874,0.011071,0.039201,0.029564,0.029434,6.586522,0.026517,0.000067,0.007985,24.257305,0.027482,0.000001,0.360852,0.010838,0.011327,0.030197,0.000912,7.768293,-0.531222,0.026184,-0.001844,0.047282,-30.333468,0.111814,0.084965,0.231715,0.000073,0.271759,0.216705,0.479868,0.00114,0.013751,0.033777,Oto-Mbus
0.001114,0.001747,0.11468,0.170882,0.0731,0.338645,0.337407,3.558755,0.419288,0.001298,0.15343,3.096723,0.729524,0.001829,4.1829,0.320751,1.43038,0.577161,0.333115,3.497038,-0.261216,0.812565,0.019302,-5.882754,98.920066,0.801387,1.491792,4.12151,0.000569,3.531079,1.83033,4.6994,0.373066,-0.441297,0.608815,Yurume
0.000056,0.000004,0.000842,0.012264,0.17902,0.029018,0.029006,13.489567,0.02912,0.000125,0.00145,11.023688,0.051688,0.000045,0.256331,0.010992,-0.01128,0.025766,0.000664,6.173526,-0.424017,0.025918,0.000414,-0.162469,110.489866,-0.091499,0.129488,0.246294,0.00003,0.192586,0.196302,0.330983,0.000933,-0.143379,0.03055,Oto-Mbus
0.000011,0.000006,0.000171,0.004516,0.003577,0.013095,0.01309,7.657529,0.010863,0.000032,0.005846,5.972514,0.01454,0.000008,0.231708,0.007512,-0.004544,0.019912,0.000396,6.544381,-0.102033,0.018091,0.001008,-0.007863,16.157402,-2.001601,0.021577,0.154139,0.000023,0.146822,0.142983,0.264052,0.000383,-0.011977,0.019471,Hafif_Rayli
0.00001,0.000001,0.000158,0.004396,-0.004159,0.012566,0.012565,6.421007,0.010329,0.000023,0.011263,8.184538,0.014655,0.000043,0.296147,0.007298,-0.005295,0.020222,0.000409,8.059019,-0.082302,0.017321,0.000935,0.022698,16.601889,-3.071619,0.022206,0.162172,0.000004,0.172974,0.16493,0.275836,0.000357,-0.010432,0.018733,Hafif_Rayli
0.000032,0.000009,0.000288,0.00564,0.034156,0.016957,0.016945,23.151795,0.013745,0.000024,0.007697,13.950117,0.01342,0.000002,0.24383,0.006044,0.013334,0.019986,0.000399,9.765047,-0.065234,0.013974,0.000432,-0.01186,28.942103,1.19126,0.023367,0.163317,0.000021,0.175426,0.140287,0.292747,0.000489,-0.039835,0.021957,Tramvay
0.000094,0.000002,0.003503,0.02014,0.140052,0.059186,0.059191,18.012157,0.045941,0.000124,0.004218,30.286376,0.042581,0.000003,1.180181,0.029791,-0.01976,0.083055,0.006898,11.554826,-0.130235,0.069978,-0.000405,0.013101,-111.201263,-0.743932,0.11089,0.979235,0.000062,1.004597,0.541527,1.492329,0.004637,-0.022662,0.068019,Oto-Mbus
0.000033,0.000004,0.000485,0.006007,0.012,0.02203,0.02197,9.692108,0.013722,0.000023,0.009839,14.879975,0.01044,0.000001,0.264397,0.004845,0.00633,0.015351,0.000236,14.738115,-0.504167,0.01119,0.000865,0.000928,51.593218,0.237165,0.059986,0.132638,0.000041,0.122241,0.134853,0.252138,0.000447,0.021556,0.021141,Tramvay
0.000003,0,0.00006,0.001717,0.01305,0.00774,0.007742,58.74057,0.003568,0,0.000697,11.693123,0.004543,0,0.146097,0.003983,0.001507,0.010609,0.000113,11.06771,-0.152051,0.004346,-0.000095,-0.002069,-97.961068,1.669349,0.006408,0.093834,0.000002,0.095908,0.044625,0.137799,0.000096,-0.000059,0.009806,Met-Mar
0.00002,0.000126,0.002431,0.01771,0.009911,0.049307,0.049239,9.502785,0.039186,0.000051,0.005687,7.961162,0.049972,0.000093,0.782318,0.023575,0.015921,0.05902,0.003483,8.553574,0.275059,0.055386,-0.003711,0.041154,-16.250286,0.729806,0.096353,0.932105,0.000006,0.918281,0.889508,1.424344,0.009924,-0.174117,0.099331,Araba
0.000244,0.000042,0.004092,0.02463,0.005711,0.063966,0.063971,9.246918,0.059546,0.000143,-0.339206,9.576692,0.07115,0.000121,0.902748,0.025207,-0.104161,0.059417,0.00353,10.663556,-0.285755,0.060194,0.000533,-0.009785,247.291873,3.733215,0.107659,1.615441,0.000004,1.387596,0.77224,2.1555,0.010545,0.020145,0.102593,Araba
0.000007,0.000003,0.000159,0.004836,0.006837,0.012611,0.012611,6.740002,0.011125,0.000003,0.048375,6.59597,0.015397,0.00001,0.261891,0.007572,-0.029885,0.020784,0.000432,8.620569,0.501417,0.017016,0.000459,0.000522,34.287097,0.135598,0.022258,0.149639,0.000006,0.133691,0.142026,0.279205,0.000376,0.005865,0.019219,Hafif_Rayli
0.000024,0.000062,0.002563,0.017967,0.00905,0.050625,0.050626,8.548921,0.042363,0.000045,0.003854,6.60264,0.049309,0.000078,0.755894,0.022746,-0.057025,0.060483,0.003658,7.876678,-0.058487,0.055312,0.000291,0.0341,202.797703,0.108741,0.101092,0.782738,0.000179,0.878923,0.859169,1.519927,0.00991,0.070281,0.099182,Araba
0.001336,0.000272,0.125845,0.179455,-0.697452,0.354747,0.354347,3.520293,0.422156,0.001442,0.30968,3.030011,0.720057,0.004087,3.8575,0.327338,0.262762,0.579689,0.33604,3.110708,-0.180676,0.812789,-0.023506,-0.085096,-79.888833,0.752868,1.504514,3.71179,0.001006,3.445987,1.74288,4.98567,0.359101,0.218503,0.597028,Yurume
0.000011,0.000001,0.000747,0.011855,-0.077903,0.02734,0.027339,6.734227,0.029535,0.000266,0.033395,7.543597,0.053771,0.000116,0.292619,0.011288,0.022854,0.02573,0.000662,7.304739,-0.539972,0.026838,0.001693,-0.062536,25.519071,0.035689,0.116284,0.181493,0.000081,0.209746,0.186145,0.352524,0.001034,-0.005361,0.032149,Oto-Mbus
0.000034,0.000059,0.000859,0.011355,-0.009437,0.029302,0.029288,6.297588,0.028156,0.00019,0.005194,11.703347,0.028584,0.000031,0.379552,0.011042,0.009204,0.029595,0.000876,7.615896,-0.37343,0.026899,-0.002047,0.001958,-25.45172,-0.247011,0.085657,0.219316,0.000015,0.234824,0.167605,0.338168,0.001119,-0.009042,0.033451,Oto-Mbus
0.000004,0.000027,0.000309,0.00566,-0.128819,0.017581,0.01758,13.707419,0.013838,0.000011,-0.004727,8.438033,0.01232,0.000031,0.338447,0.005718,0.004728,0.020624,0.000425,17.769115,-0.517774,0.013087,0.000912,-0.000148,13.97411,-0.027904,0.021498,0.240465,0.000002,0.252285,0.242281,0.424367,0.000613,-0.005058,0.02449,Tramvay
0.000007,0.000013,0.000163,0.004506,0.024949,0.012786,0.012773,7.030128,0.010557,0.000002,-0.005279,6.024696,0.015201,0.000011,0.20667,0.007503,0.002695,0.020326,0.000413,6.166733,0.128388,0.017309,0.000909,0.006191,16.755846,-2.30671,0.021008,0.169434,0.000009,0.159875,0.160622,0.267234,0.000376,-0.001306,0.019247,Hafif_Rayli
0.000004,0.000022,0.000306,0.005721,-0.000624,0.017504,0.017506,20.085168,0.013529,0.000083,-0.00822,11.226425,0.011946,0.00003,0.293263,0.005876,-0.113655,0.019521,0.000381,13.574402,-0.407073,0.013341,0.00081,-0.054922,13.149803,-0.468738,0.02226,0.222089,0.000012,0.224318,0.221889,0.327805,0.0005,-0.005403,0.022056,Tramvay
0.000017,0.000007,0.000151,0.004429,-0.002074,0.012294,0.012037,18.540188,0.009777,0.000016,0.007117,10.836281,0.012586,0.000004,0.172448,0.003905,-0.00269,0.010554,0.000111,16.411732,0.594422,0.009289,-0.00032,-0.029295,-96.476096,0.14414,0.038183,0.138938,0.000022,0.142358,0.095914,0.234055,0.000153,-0.003245,0.012359,Met-Mar
0.000047,0.000007,0.000827,0.015184,0.013803,0.028766,0.028771,3.022568,0.038857,0.000016,0.061267,4.829149,0.049514,0.000048,0.357342,0.02684,-0.514051,0.05008,0.002508,3.030436,-0.106484,0.065332,-0.000081,-0.058458,-393.409301,0.013931,0.068851,0.06281,0.000013,0.057909,0.088647,0.161242,0.000531,-0.005522,0.023039,Araba
0.000456,0.002057,0.147102,0.172476,0.087213,0.383538,0.364783,4.181009,0.413892,0.000222,2.047685,3.266538,0.687457,0.000237,4.57102,0.294063,-0.191239,0.554311,0.307261,3.346993,-0.08901,0.751146,-0.003439,-1.841711,-552.656998,0.764995,1.607383,3.40739,0.000672,3.273556,1.76383,4.69512,0.382356,0.262362,0.617243,Yurume
