@relation 'Free-Converter.com-sensor_test_fe_double_40_sec_shuffle_v2-14995334-weka.filters.unsupervised.attribute.Remove-R2,4-8,11,13,15-16,18,20-29,31-35,37,39-42,46,48-51,54,56,58-69,71-72,74-76,78-86,88-92,96-98,100,103-105,107-108,110-114'

@attribute AX-MinRed numeric
@attribute AX-MinInc numeric
@attribute AX-SqMean numeric
@attribute AX-GeoMean numeric
@attribute AX-QuaMean numeric
@attribute AX-StdDev numeric
@attribute AX-Kurtosis numeric
@attribute AX-InqRan numeric
@attribute AY-HaMean numeric
@attribute AY-Kurtosis numeric
@attribute AY-InqRan numeric
@attribute AZ-Min numeric
@attribute AZ-Max numeric
@attribute AZ-Ranj numeric
@attribute AZ-SqMean numeric
@attribute AZ-StdDev numeric
@attribute AZ-Variance numeric
@attribute AZ-Kurtosis numeric
@attribute AZ-InqRan numeric
@attribute GX-Median numeric
@attribute GX-CoVar numeric
@attribute GY-MinRed numeric
@attribute GY-HaMean numeric
@attribute GY-Kurtosis numeric
@attribute GY-Skewness numeric
@attribute GY-InqRan numeric
@attribute GZ-MaxInc numeric
@attribute GZ-Max numeric
@attribute GZ-Ranj numeric
@attribute GZ-HaMean numeric
@attribute GZ-StdDev numeric
@attribute Mode {Hafif_Rayli,Tramvay,Yurume,Met-Mar,Oto-Mbus,Araba}

@data
0,0.000001,0.000475,0.005925,0.021802,0.021803,12.395152,0.013835,-0.002387,15.244756,0.010766,-0.212258,0.157531,0.369789,0.000284,0.016843,0.000284,25.814986,0.011374,0.000797,99.041944,0.000002,-0.292085,15.968407,0.907607,0.057482,0.204488,0.174248,0.331099,-0.006721,0.022934,Tramvay
0.000012,0.000008,0.000778,0.012252,0.027894,0.027884,6.530424,0.030029,0.003997,7.143117,0.052152,-0.18303,0.145385,0.328415,0.000645,0.025401,0.000645,6.359585,0.027348,-0.000156,-50.498714,0.00014,0.064572,5.667346,0.036017,0.125929,0.248219,0.241291,0.387239,0.486419,0.031994,Oto-Mbus
0.000063,0.000142,0.129452,0.182472,0.359794,0.359163,3.619008,0.439911,-0.057939,3.107692,0.718941,-2.19002,1.95563,4.14565,0.333231,0.576485,0.332335,3.147422,0.815429,-0.343074,-21.522823,0.001571,0.100554,4.48726,0.818511,1.452261,3.542553,1.53773,4.39798,-0.266678,0.619933,Yurume
0.000001,0.000011,0.000281,0.006926,0.016756,0.016718,4.644322,0.017191,0.030052,8.508064,0.032728,-0.093588,0.09746,0.191049,0.000252,0.015879,0.000252,7.762139,0.015253,0.000733,46.155028,0.000006,0.118575,5.922069,0.132596,0.042159,0.100726,0.07209,0.168,0.022949,0.016081,Hafif_Rayli
0.000411,0.000272,0.120574,0.17828,0.347238,0.34674,3.580332,0.424083,-0.240519,3.097815,0.713268,-2.28935,2.08777,4.37712,0.34131,0.583461,0.340427,3.347564,0.822515,-0.229162,-237.58089,0.001905,-0.264931,4.703769,0.849996,1.494651,4.23371,1.82275,5.06554,-0.177894,0.623377,Yurume
0.000013,0.000017,0.000285,0.005608,0.016892,0.016894,14.150273,0.012979,-0.002201,11.191755,0.012932,-0.149241,0.178831,0.328072,0.000385,0.019616,0.000385,16.059454,0.013668,0.00069,14.194117,0.000001,0.004372,29.727801,-0.905787,0.023129,0.170082,0.173986,0.333486,-0.011441,0.023017,Tramvay
0.000068,0.000296,0.118423,0.171752,0.344126,0.343378,3.660544,0.415457,1.663136,3.098392,0.730281,-2.29741,2.22929,4.5267,0.357174,0.596518,0.355834,3.352287,0.829003,-0.255073,-111.196924,0.001285,1.985129,4.540111,0.897889,1.52265,3.90058,1.70638,4.64897,-1.659102,0.611699,Yurume
0.000001,0.000001,0.000145,0.003322,0.012037,0.012036,70.982115,0.007663,0.031166,10.244653,0.004781,-0.185928,0.060494,0.246422,0.000133,0.011242,0.000126,26.19342,0.009609,-0.000384,-25.602487,0.000003,-0.030761,72.289841,2.048261,0.010461,0.799938,0.770241,1.235622,0.019837,0.032716,Met-Mar
0.000032,0.000014,0.000504,0.00619,0.022444,0.022427,10.751251,0.014186,0.005412,14.97839,0.010842,-0.153671,0.144985,0.298656,0.000257,0.016019,0.000257,15.702364,0.01133,0.000921,40.576722,0.000007,0.00143,9.881746,0.573239,0.061061,0.176386,0.191895,0.342881,-0.00469,0.021576,Tramvay
0.000456,0.001101,0.116208,0.173998,0.340893,0.339718,3.576372,0.410106,0.976749,3.166052,0.721467,-2.23973,1.82311,4.06284,0.3343,0.578011,0.334097,3.401167,0.79298,-0.205274,212.142639,0.001149,-8.236184,4.258389,0.809198,1.484584,3.79459,2.16218,4.75001,0.018129,0.619365,Yurume
0.000009,0.000006,0.000788,0.011948,0.028073,0.028068,10.540536,0.02932,-0.058011,6.455239,0.051808,-0.173774,0.149035,0.322809,0.000652,0.025526,0.000652,6.537071,0.026741,-0.000163,-41.983278,0.000054,0.011331,7.181632,0.245973,0.123625,0.292284,0.165632,0.312836,0.058598,0.031676,Oto-Mbus
0.000005,0.000001,0.002626,0.018293,0.051241,0.051231,15.592363,0.043341,-0.00144,32.678759,0.048005,-0.404927,0.361244,0.766171,0.003304,0.057416,0.003297,7.342488,0.055892,-0.001533,-49.444281,0.000191,-0.220671,14.678925,0.063563,0.095835,0.924622,0.874953,1.327568,0.056478,0.097468,Araba
0.000002,0.000017,0.000175,0.004715,0.013238,0.013036,29.276051,0.010595,-2.284667,16.243031,0.012763,-0.210692,0.130479,0.341171,0.00011,0.010467,0.00011,55.794204,0.009077,-0.000206,-183.879037,0.000006,0.049215,11.654085,0.003541,0.036478,0.351922,0.352865,0.554239,-0.007302,0.014413,Met-Mar
0.000019,0.000038,0.002937,0.018189,0.054198,0.054125,23.227605,0.043212,0.032186,9.091612,0.04954,-0.834064,0.461796,1.29586,0.003945,0.062747,0.003937,17.385003,0.057097,-0.001637,-41.347717,0.000057,0.120507,15.270352,0.13938,0.093876,1.018244,0.891487,1.562868,-0.022194,0.098789,Araba
0.000013,0,0.000211,0.006011,0.014541,0.014472,26.198414,0.014455,0.054226,3.853676,0.026449,-0.087481,0.119616,0.207097,0.000128,0.011298,0.000128,11.527963,0.012637,-0.000064,206.724829,0.000041,0.011248,12.538732,-0.511988,0.042155,0.168462,0.168169,0.348572,-0.005329,0.011541,Met-Mar
0.000023,0.00072,0.114004,0.166995,0.337645,0.3366,3.74263,0.407632,-0.730311,2.94726,0.713889,-2.16276,1.84081,4.00357,0.341148,0.583311,0.340252,3.244571,0.812214,-0.270765,-61.050836,0.000521,34.397734,4.458841,0.820359,1.489149,3.565841,1.89758,4.76439,0.312577,0.605295,Yurume
0.000001,0.000015,0.008616,0.021798,0.092821,0.086035,6.863083,0.046945,0.084511,6.314416,0.069973,-0.306286,0.296697,0.602983,0.004685,0.068055,0.004631,4.153583,0.08498,0.00013,103.773579,0.000001,-0.921259,5.294044,-0.081312,0.098354,0.174158,0.198289,0.60387,-0.557439,0.042121,Araba
0.000073,0.000002,0.003716,0.020216,0.060961,0.060967,19.482649,0.047089,0.007587,21.404271,0.044595,-0.562469,0.736947,1.299416,0.006806,0.082512,0.006808,10.708269,0.071537,0.000437,-66.261383,0.000026,-0.09095,21.870285,-0.570484,0.116301,1.004597,0.598959,1.549761,-0.005371,0.067146,Oto-Mbus
0.000016,0.000007,0.000192,0.005784,0.013849,0.01379,21.133185,0.013958,-0.05256,3.807129,0.025144,-0.212007,0.068427,0.280434,0.000135,0.01161,0.000135,59.389356,0.01197,0.000704,38.440651,0.000031,-0.071758,12.254516,0.00277,0.041917,0.200813,0.091951,0.299793,0.02265,0.011593,Met-Mar
0.000001,0.000004,0.000292,0.005699,0.017091,0.017088,13.915302,0.013263,-0.015569,10.922676,0.012839,-0.180859,0.174356,0.355215,0.000405,0.020114,0.000405,14.493402,0.013924,0.000487,13.349291,0.000001,0.005093,11.353237,-0.075058,0.022406,0.219124,0.21887,0.373761,0.021582,0.022475,Tramvay
0,0,0.000084,0.003642,0.009173,0.00917,19.542129,0.008668,0.000312,5.232947,0.008089,-0.080176,0.09899,0.179166,0.000168,0.012605,0.000159,10.489497,0.01085,0.000645,15.244411,0,0.01541,12.591234,0.272818,0.015985,0.070626,0.067427,0.125989,-0.048557,0.011638,Met-Mar
0.000004,0.000005,0.000185,0.00432,0.013616,0.013464,50.10244,0.009706,0.027709,7.380387,0.012572,-0.086809,0.095178,0.181987,0.000099,0.009939,0.000099,13.384781,0.00906,0.000424,-292.889698,0.000001,0.010786,10.943858,0.649118,0.036125,0.338285,0.337199,0.497002,0.262916,0.012825,Met-Mar
0.000166,0.000836,0.118847,0.174641,0.344742,0.34349,3.648811,0.414974,-2.183701,3.140823,0.737163,-2.36795,2.15466,4.52261,0.343706,0.585539,0.342855,3.266856,0.82224,-0.148783,53.25336,0.000069,0.088331,4.457704,0.826291,1.497066,3.944016,2.21562,5.30305,-0.811972,0.600904,Yurume
0.00003,0.000098,0.002842,0.019723,0.053309,0.053201,8.628319,0.048474,0.02565,6.59399,0.053886,-0.696839,0.51065,1.207489,0.003893,0.062361,0.003889,13.20954,0.054789,-0.001107,-40.788078,0.00004,0.022278,22.421302,1.22581,0.098039,1.355007,1.30513,1.87912,0.017291,0.102592,Araba
0.000012,0.000022,0.000809,0.012147,0.028437,0.028429,7.16317,0.029392,-0.012387,8.550255,0.05006,-0.163927,0.145385,0.309312,0.00067,0.025873,0.000669,6.471609,0.026833,-0.000246,-67.087408,0.000089,0.032132,5.487498,0.025684,0.128706,0.248219,0.241291,0.389153,0.055448,0.032414,Oto-Mbus
0.000006,0.000006,0.000905,0.011496,0.030085,0.030055,6.317812,0.027831,0.134107,15.662633,0.029063,-0.192524,0.148219,0.340743,0.00099,0.031447,0.000989,7.373614,0.02749,-0.000788,-21.830188,0.00009,-0.037061,7.47297,0.187705,0.084188,0.227948,0.191775,0.425505,0.008913,0.034441,Oto-Mbus
0.000026,0.000004,0.001275,0.013732,0.035708,0.035689,14.243633,0.031899,-0.541849,7.943014,0.031311,-0.571358,0.643354,1.214712,0.002871,0.05358,0.002871,21.26335,0.041229,-0.000277,-12.860092,0.000035,0.03678,74.431687,-0.360774,0.049311,0.478645,0.315956,0.696582,0.027482,0.084872,Oto-Mbus
0.000001,0.00001,0.000913,0.010945,0.030211,0.030162,6.58471,0.026168,-0.007035,11.732632,0.028472,-0.193695,0.13694,0.330635,0.000978,0.03125,0.000977,7.993838,0.026862,-0.000367,-47.302309,0.000141,-0.014236,7.394784,0.176119,0.083007,0.292402,0.162898,0.396616,0.024107,0.033625,Oto-Mbus
0.000538,0.000386,0.114182,0.168417,0.337908,0.337355,3.868758,0.408521,0.056566,3.159547,0.689302,-2.33077,2.0736,4.40437,0.348469,0.589138,0.347084,3.162039,0.838488,-0.324957,-35.023172,0.002352,-1.991272,4.315839,0.797897,1.496415,3.48358,1.77046,4.62549,1.946287,0.596028,Yurume
0.000011,0.000078,0.002626,0.017828,0.051241,0.051206,13.482173,0.043265,-0.067973,17.533448,0.046859,-0.835303,0.407987,1.24329,0.00375,0.061241,0.00375,16.207334,0.05465,-0.000969,-35.939525,0.000021,0.014821,17.549296,0.69228,0.093394,0.959723,0.915538,1.580044,-0.009192,0.101391,Araba
0.000011,0.00003,0.000903,0.010943,0.030047,0.029972,7.092513,0.026286,0.030857,10.725511,0.028849,-0.263642,0.174401,0.438043,0.000914,0.030187,0.000911,7.945784,0.026991,-0.000739,-38.474591,0.000023,-0.051776,5.912547,0.01119,0.087097,0.228026,0.162608,0.334938,0.024635,0.033936,Oto-Mbus
0.000004,0.000001,0.000162,0.004652,0.012732,0.012732,7.517884,0.011016,-0.001911,9.058689,0.014373,-0.195642,0.15073,0.346372,0.000435,0.020812,0.000433,11.505303,0.01799,0.001088,10.050381,0.000009,0.007468,34.704166,0.104702,0.022514,0.192551,0.122394,0.29672,-0.024532,0.018782,Hafif_Rayli
0.000001,0.000002,0.038388,0.064331,0.195929,0.166634,1.822289,0.295842,0.147908,3.859375,0.083051,-0.394842,0.296697,0.691539,0.008165,0.085734,0.00735,3.506541,0.111975,0.003372,16.832285,0.000001,0.195723,5.560003,0.596483,0.125771,0.174158,0.360682,0.766263,-0.058897,0.114568,Araba
0.000003,0.000014,0.00046,0.006065,0.021458,0.021438,9.027096,0.014179,-0.014736,10.026106,0.010737,-0.153671,0.144985,0.298656,0.000255,0.015953,0.000254,15.088333,0.011177,0.000945,158.235781,0.000007,0.001367,9.14943,0.446453,0.061869,0.140877,0.121285,0.272271,-0.008783,0.021632,Tramvay
0.000009,0.000029,0.000794,0.012049,0.02818,0.028177,5.891215,0.030095,-0.067988,10.187929,0.051682,-0.204701,0.143119,0.34782,0.000619,0.024881,0.000619,7.609074,0.026521,0.00052,114.786235,0.000005,0.556786,6.478375,0.221613,0.123943,0.204449,0.179825,0.328714,0.008619,0.032284,Oto-Mbus
0,0.000006,0.000177,0.004471,0.013321,0.013195,41.627409,0.010026,-0.001681,8.320381,0.012566,-0.069966,0.091836,0.161802,0.000095,0.009731,0.000095,11.732437,0.009121,0.000715,-61.254055,0.000038,0.029986,11.288625,0.058049,0.037639,0.406343,0.210434,0.619192,-0.008873,0.013753,Met-Mar
0,0.000001,0.000169,0.003428,0.012985,0.012986,166.450029,0.007906,-0.005547,46.540933,0.004911,-0.062977,0.05297,0.115947,0.00013,0.011104,0.000123,6.061727,0.01018,-0.000439,-26.139678,0.000005,0.017359,116.534798,-4.456183,0.01096,0.955143,0.649173,1.60108,-0.003625,0.029752,Met-Mar
0.000003,0.00002,0.000305,0.007209,0.017458,0.017444,5.049848,0.017447,0.016406,7.852872,0.032991,-0.098994,0.08864,0.187634,0.000233,0.015239,0.000232,6.771016,0.014891,0.000314,311.88766,0.000007,0.031888,7.334865,0.383363,0.042923,0.085315,0.075972,0.156019,-0.006249,0.01588,Hafif_Rayli
0.000004,0.000006,0.00423,0.021094,0.065041,0.065046,19.722917,0.050289,0.13112,15.309046,0.043885,-0.686007,0.788452,1.474459,0.007451,0.086314,0.00745,12.437615,0.070595,0.000892,-3051.560144,0.000099,-0.06917,19.218145,-0.393103,0.113985,0.932416,0.647262,1.247988,0.002805,0.069574,Oto-Mbus
0.000033,0.000011,0.001254,0.013842,0.035405,0.035377,12.606809,0.032383,-0.006855,8.471137,0.032142,-1.0616,0.616983,1.678583,0.003155,0.05618,0.003156,47.987628,0.041676,-0.000623,-13.988043,0.000005,0.04545,162.264373,6.724932,0.049865,0.470597,0.311486,0.691088,-0.014856,0.085824,Oto-Mbus
0.000003,0.000021,0.000195,0.005893,0.013979,0.013917,16.49972,0.014435,0.006619,3.551419,0.025711,-0.07422,0.139867,0.214087,0.000124,0.011114,0.000124,13.420403,0.011987,0.000064,270.584391,0.000006,0.005402,10.287239,-0.1437,0.042454,0.313739,0.2259,0.542695,-0.002772,0.013535,Met-Mar
0.000014,0.000009,0.000877,0.011116,0.029618,0.029535,6.731163,0.026888,0.02147,11.534261,0.028902,-0.256423,0.185434,0.441857,0.000888,0.029769,0.000886,7.670734,0.026147,-0.001063,-24.964148,0.000009,0.000001,6.152004,0.094048,0.087903,0.228026,0.190584,0.379506,-0.013018,0.033722,Oto-Mbus
0.000019,0.000059,0.000857,0.011077,0.029267,0.029245,6.408411,0.027103,0.012711,11.414711,0.028428,-0.207895,0.171657,0.379552,0.00092,0.030309,0.000919,7.937009,0.026571,0.000208,-22.329461,0.000041,-0.005493,6.968538,-0.095605,0.085089,0.250702,0.171788,0.417997,-0.015963,0.033529,Oto-Mbus
0.000063,0.000001,0.003895,0.020399,0.062408,0.062383,19.416507,0.047721,0.019739,18.524094,0.043629,-0.914359,0.886412,1.800771,0.007405,0.08605,0.007405,15.653186,0.068652,0.000096,-213.132421,0.000118,-0.010683,28.118949,-0.769422,0.113197,0.720062,0.619992,1.28183,-0.110285,0.06704,Oto-Mbus
0.000011,0.000001,0.000741,0.011766,0.027212,0.027195,6.271534,0.029262,-0.014159,7.155832,0.05411,-0.189135,0.10908,0.298215,0.000632,0.025134,0.000632,6.319035,0.026864,0.001221,47.159789,0.000046,0.0283,5.266239,-0.0178,0.119619,0.232435,0.186145,0.352524,-0.007617,0.031751,Oto-Mbus
0.000161,0.00005,0.00378,0.024683,0.061481,0.061451,11.361901,0.057342,0.051496,6.033003,0.07318,-0.83605,0.355352,1.191402,0.003674,0.060567,0.003668,20.246567,0.058999,-0.002141,-29.8106,0.000008,-0.033631,53.221928,-1.390361,0.105361,1.886153,1.90727,2.730071,0.000745,0.10653,Araba
0.000021,0.000001,0.000308,0.007126,0.017543,0.017499,5.141915,0.017368,0.021774,6.345263,0.032832,-0.101415,0.100299,0.201714,0.000239,0.015459,0.000239,7.747941,0.014906,0.000721,31.586363,0.000008,0.054477,5.662278,-0.109757,0.044533,0.125011,0.084164,0.187872,-0.030316,0.016044,Hafif_Rayli
0.000628,0.000017,0.146838,0.173593,0.383195,0.35896,4.098244,0.413413,-0.957348,3.288237,0.671913,-1.89714,1.6597,3.55684,0.301001,0.547144,0.299367,3.094304,0.741608,-0.249961,53.432966,0.000734,-0.457975,3.998667,0.713491,1.617689,3.76432,2.2098,4.83873,0.3925,0.588044,Yurume
0.000004,0.000033,0.000292,0.005807,0.017083,0.017085,15.149981,0.0138,0.00345,10.081926,0.013074,-0.152754,0.178887,0.331641,0.000402,0.020052,0.000402,13.562427,0.013822,0.000657,13.878362,0.000006,0.00423,22.624371,-1.150639,0.022245,0.202889,0.196361,0.378191,-0.003833,0.023979,Tramvay
0.00015,0.00071,0.14201,0.175243,0.376842,0.355431,4.16324,0.422524,-0.088152,3.898434,0.677515,-2.26226,1.81906,4.08132,0.302972,0.5487,0.301071,3.196421,0.749817,-0.279654,-123.441279,0.00006,-2.365526,4.080709,0.795157,1.610027,3.50859,1.9178,4.80232,-0.30726,0.593125,Yurume
0.000004,0.000005,0.000182,0.006164,0.013507,0.013508,6.109074,0.015459,-0.017441,4.339954,0.010522,-0.108311,0.101201,0.209512,0.00041,0.020131,0.000405,4.805228,0.023947,-0.000058,-166.331346,0.000001,0.168935,6.295825,-0.217043,0.033142,0.11855,0.104847,0.19475,0.026508,0.013906,Met-Mar
0.000018,0.000003,0.000504,0.006298,0.022444,0.022419,10.837983,0.014209,0.003164,18.305837,0.010578,-0.356186,0.137475,0.493661,0.000278,0.016674,0.000278,62.333598,0.011432,0.00102,23.679515,0.000024,0.006649,16.130147,0.916363,0.059817,0.220515,0.192202,0.366717,-0.016004,0.022877,Tramvay
0.000049,0.000003,0.000804,0.012487,0.028351,0.028352,7.34293,0.03055,0.030361,9.158741,0.05095,-0.143109,0.140818,0.283927,0.00061,0.024695,0.00061,5.898685,0.026042,-0.000185,149.157507,0.000013,1.058191,6.718724,0.161483,0.121849,0.216571,0.180538,0.325603,0.004273,0.030586,Oto-Mbus
0.000004,0.000003,0.000115,0.003245,0.010704,0.010703,46.772455,0.007502,-0.000903,27.250297,0.004813,-0.069873,0.073144,0.143017,0.00013,0.011017,0.000121,6.966102,0.010045,-0.000369,-24.234087,0.000013,0.000928,55.331239,-2.326966,0.010203,0.737486,0.688639,1.108188,0.006694,0.026055,Met-Mar
0.000008,0.000007,0.002588,0.017823,0.05087,0.050866,17.100042,0.042477,-0.07237,20.16099,0.048074,-0.387265,0.475453,0.862718,0.003802,0.061544,0.003788,10.584333,0.053592,-0.002409,-25.185002,0.000067,-0.234131,27.422854,0.501914,0.094377,1.082716,0.895358,1.344385,-4.478071,0.096914,Araba
0.000008,0.000003,0.000163,0.003307,0.012759,0.01276,106.835264,0.007305,-0.000866,29.605632,0.004808,-0.074521,0.154307,0.228828,0.000126,0.010904,0.000119,16.161031,0.009418,-0.000312,-42.602176,0.000003,-0.02981,712.14282,2.446163,0.010119,1.544984,0.70118,2.24031,0.001,0.041632,Met-Mar
0,0.000001,0.00011,0.003837,0.010506,0.010359,31.649425,0.008925,-0.097021,6.500187,0.006916,-0.100396,0.098988,0.199384,0.000172,0.013016,0.000169,8.118605,0.012949,-0.000361,174.000233,0,0.18381,14.821652,-0.69019,0.018027,0.079361,0.090956,0.169314,0.010847,0.013902,Met-Mar
0.000006,0.000002,0.000164,0.004546,0.012819,0.012803,7.788792,0.010794,-0.000166,6.032254,0.014898,-0.146373,0.116605,0.262978,0.000415,0.020307,0.000412,6.300992,0.017764,0.000771,20.787692,0.000003,0.019507,28.881804,-1.434793,0.022096,0.139666,0.14372,0.281724,-0.009827,0.018834,Hafif_Rayli
0.000007,0.000009,0.000309,0.007058,0.01759,0.017569,5.621335,0.017312,0.067173,5.844777,0.031642,-0.09237,0.094773,0.187143,0.000233,0.015264,0.000233,7.048781,0.015089,0.000794,42.950491,0.000028,-0.001643,8.565341,0.504613,0.042909,0.088746,0.09285,0.165917,-0.00678,0.015632,Hafif_Rayli
0.000002,0.000007,0.000296,0.005657,0.017215,0.017215,23.830297,0.0133,-0.003646,12.912897,0.013461,-0.218226,0.222565,0.440791,0.000442,0.021028,0.000442,20.167204,0.014126,0.000567,15.860841,0.000001,0.003463,16.719766,1.006408,0.023245,0.146209,0.141978,0.263658,-0.009944,0.022454,Tramvay
0,0.000001,0.000492,0.006082,0.022182,0.022177,11.253966,0.013947,-0.001581,12.776373,0.01103,-0.190057,0.157531,0.347588,0.000271,0.016448,0.000271,19.493894,0.011534,0.000679,124.062281,0.000002,0.065062,13.052256,0.614096,0.058933,0.192375,0.197299,0.344056,-0.008895,0.022972,Tramvay
0.000142,0.000029,0.142119,0.168089,0.376986,0.352418,4.374815,0.420812,0.734738,3.31917,0.676921,-1.95344,1.52745,3.48089,0.30252,0.547677,0.299951,2.985724,0.772737,-0.201602,44.205493,0.000327,-0.145231,4.071274,0.797953,1.547602,3.56526,2.36878,5.41746,0.016604,0.60913,Yurume
0.00007,0.000032,0.003415,0.021055,0.058434,0.058439,12.362705,0.050262,0.002941,13.957633,0.045326,-0.452113,0.574849,1.026962,0.006509,0.080663,0.006507,8.555189,0.072557,0.000486,169.167025,0.000075,0.028952,25.179044,-1.403782,0.113717,0.613353,0.653201,1.242349,-0.009023,0.065737,Oto-Mbus
0.000004,0.000063,0.000778,0.011718,0.02789,0.027868,7.77501,0.029042,-0.01089,9.36957,0.053173,-0.137119,0.217758,0.354877,0.000619,0.024886,0.000619,7.014898,0.02559,0.000945,663.079119,0.000072,0.050549,5.793174,-0.004248,0.124801,0.232435,0.210471,0.368754,-0.009246,0.031491,Oto-Mbus
0.000056,0.000025,0.000842,0.01236,0.02901,0.029006,7.249573,0.030427,0.07798,11.387022,0.05186,-0.144955,0.209611,0.354566,0.000629,0.025069,0.000628,6.893521,0.025358,0.000349,-55.917282,0.000006,-0.435124,7.408706,0.418061,0.121755,0.27411,0.244204,0.410902,-0.045752,0.032946,Oto-Mbus
0.000001,0.000036,0.000223,0.005983,0.014919,0.014876,22.805,0.014499,0.011999,3.459206,0.025698,-0.114422,0.118601,0.233023,0.000127,0.011275,0.000127,14.63148,0.012725,0.000279,-492.856432,0.000049,-0.039027,8.656389,0.424129,0.043001,0.19125,0.110264,0.294189,0.001124,0.011754,Met-Mar
0.000011,0.000006,0.000182,0.005796,0.013486,0.013432,18.343623,0.013976,0.014033,4.158165,0.025681,-0.051309,0.090364,0.141673,0.000111,0.010537,0.000111,5.817229,0.012474,0.000301,67.168337,0.000048,0.112187,10.779006,0.248948,0.042436,0.238152,0.199185,0.442662,0.02878,0.012657,Met-Mar
0.000006,0.000015,0.00099,0.014574,0.03146,0.031244,4.844976,0.03646,0.023113,7.926417,0.049967,-0.212221,0.201265,0.413486,0.003075,0.055459,0.003076,3.667642,0.069924,-0.000223,200.822776,0.000004,0.433935,3.481438,-0.036676,0.073974,0.051436,0.131084,0.28227,-0.013487,0.02611,Araba
0.00008,0.000019,0.003773,0.021033,0.061426,0.061432,17.705151,0.050305,-0.05735,21.482621,0.044469,-0.650622,0.560448,1.21107,0.006659,0.08161,0.00666,9.217901,0.070359,0.000739,40.73823,0.00011,-0.066373,27.173007,-0.703412,0.108044,0.601566,0.526454,1.044431,-0.00207,0.06592,Oto-Mbus
0.000011,0.000014,0.000465,0.006099,0.021564,0.021564,10.027975,0.013895,0.003572,21.071186,0.010771,-0.085707,0.110731,0.196438,0.000218,0.014751,0.000218,10.147788,0.011065,0.00081,-90.668823,0.000019,0.016268,8.781009,-0.170236,0.058867,0.175391,0.183159,0.360211,0.00858,0.021836,Tramvay
0.000046,0.000011,0.000291,0.006967,0.017072,0.017052,5.702405,0.016927,-0.079621,6.997138,0.030987,-0.088839,0.08986,0.178698,0.000229,0.015118,0.000229,6.028971,0.015845,0.000734,38.049253,0.000006,0.045045,7.739648,0.166022,0.042704,0.107909,0.074553,0.172463,0.00122,0.0161,Hafif_Rayli
0.000032,0.000009,0.000298,0.005759,0.017276,0.017275,17.152817,0.01372,0.003441,8.806803,0.012585,-0.202099,0.222023,0.424122,0.000448,0.021159,0.000448,18.51864,0.014074,0.000797,12.541535,0.000001,0.005619,21.704387,0.769462,0.022426,0.166041,0.146475,0.298935,-0.005699,0.022768,Tramvay
0,0.000013,0.000502,0.005988,0.022397,0.022393,12.505542,0.013714,-0.006967,16.998864,0.010669,-0.116329,0.158502,0.274831,0.000233,0.015271,0.000233,12.690148,0.011104,0.000927,61.765896,0.000022,0.013848,8.574599,-0.015283,0.061289,0.159176,0.125952,0.271926,0.064238,0.021097,Tramvay
0.000042,0.000002,0.000881,0.011295,0.029686,0.029666,6.697573,0.027419,0.235828,12.006301,0.028821,-0.262766,0.142511,0.405277,0.000936,0.03057,0.000935,8.148744,0.028237,-0.00015,-73.064638,0.000075,0.177915,7.557124,-0.055419,0.085407,0.285515,0.222144,0.435973,0.016399,0.033434,Oto-Mbus
0.000003,0.000002,0.000171,0.004626,0.013086,0.013079,7.51167,0.010929,-0.000169,7.119691,0.014659,-0.198338,0.15001,0.348348,0.000417,0.020389,0.000416,8.464275,0.01741,0.000694,32.685946,0.000003,0.045214,19.13146,0.048213,0.022788,0.139385,0.142363,0.262529,-0.004695,0.019128,Hafif_Rayli
0,0.000001,0.00011,0.003273,0.010498,0.010497,8.357754,0.007634,0.000745,8.324365,0.004082,-0.089661,0.0806,0.170261,0.00017,0.013034,0.00017,7.781416,0.011135,0.000022,-55.986503,0.000001,-0.00207,15.293985,-0.584014,0.015064,0.093939,0.094646,0.158866,0.070368,0.01087,Met-Mar
0.000006,0.000015,0.000315,0.005748,0.017756,0.017755,17.663107,0.013229,-0.004461,11.372061,0.013118,-0.175958,0.187421,0.363379,0.000402,0.020043,0.000402,13.613467,0.013778,0.000644,11.837948,0,0.003493,13.761835,-0.017972,0.022436,0.198006,0.221923,0.421972,0.001723,0.024219,Tramvay
0.000002,0.000017,0.001282,0.013961,0.035812,0.035779,13.822327,0.032908,0.00419,5.909325,0.032211,-0.505395,0.341191,0.846586,0.002558,0.050557,0.002556,12.599405,0.041036,-0.000866,-12.494998,0.000013,0.011921,19.817528,-0.028606,0.048388,0.522305,0.312999,0.683552,-0.018919,0.082887,Oto-Mbus
0.000008,0.000003,0.000168,0.004645,0.012975,0.012969,7.89309,0.010778,0.005233,6.02997,0.01539,-0.154481,0.144675,0.299156,0.000402,0.02,0.0004,7.509032,0.017376,0.000768,20.207493,0.000002,0.014481,27.479579,-1.713148,0.022189,0.165778,0.141112,0.284444,-0.034018,0.019279,Hafif_Rayli
0.000027,0.000018,0.003633,0.020546,0.060272,0.060264,17.912491,0.049503,0.003568,21.106448,0.042562,-0.788895,0.487642,1.276537,0.007295,0.08542,0.007297,12.302718,0.068687,-0.000149,-99.397827,0.000062,0.000486,18.617255,0.495257,0.112202,0.719185,0.585998,1.203966,-0.010773,0.066602,Oto-Mbus
