@relation 'Free-Converter.com-sensor_test_fe_double_40_sec_shuffle_v2-14995334-weka.filters.unsupervised.attribute.Remove-R2,4-8,11,13,15-16,18,20-29,31-35,37,39-42,46,48-51,54,56,58-69,71-72,74-76,78-86,88-92,96-98,100,103-105,107-108,110-114'

@attribute AX-MinRed numeric
@attribute AX-MinInc numeric
@attribute AX-SqMean numeric
@attribute AX-GeoMean numeric
@attribute AX-QuaMean numeric
@attribute AX-StdDev numeric
@attribute AX-Kurtosis numeric
@attribute AX-InqRan numeric
@attribute AY-HaMean numeric
@attribute AY-Kurtosis numeric
@attribute AY-InqRan numeric
@attribute AZ-Min numeric
@attribute AZ-Max numeric
@attribute AZ-Ranj numeric
@attribute AZ-SqMean numeric
@attribute AZ-StdDev numeric
@attribute AZ-Variance numeric
@attribute AZ-Kurtosis numeric
@attribute AZ-InqRan numeric
@attribute GX-Median numeric
@attribute GX-CoVar numeric
@attribute GY-MinRed numeric
@attribute GY-HaMean numeric
@attribute GY-Kurtosis numeric
@attribute GY-Skewness numeric
@attribute GY-InqRan numeric
@attribute GZ-MaxInc numeric
@attribute GZ-Max numeric
@attribute GZ-Ranj numeric
@attribute GZ-HaMean numeric
@attribute GZ-StdDev numeric
@attribute Mode {Hafif_Rayli,Tramvay,Yurume,Met-Mar,Oto-Mbus,Araba}

@data
0.000008,0.000002,0.0002,0.005733,0.014157,0.014103,15.592139,0.014126,0.000299,6.805397,0.025101,-0.106769,0.166188,0.272957,0.00013,0.011398,0.00013,23.193513,0.012303,-0.000303,573.608387,0.000096,-0.010048,14.122524,-0.520728,0.042246,0.279472,0.24521,0.524648,-0.00268,0.013352,Met-Mar
0,0.000004,0.000153,0.003184,0.012377,0.012378,201.928923,0.007481,-0.002712,24.553123,0.004684,-0.081457,0.081866,0.163322,0.000124,0.010732,0.000115,7.260517,0.009994,-0.000327,144.645516,0.000006,0.002816,363.893518,-10.684686,0.010437,1.296853,0.625241,1.919301,0.015929,0.035043,Met-Mar
0.000022,0.000023,0.003214,0.020763,0.056689,0.056686,11.781074,0.049167,-0.004242,22.585999,0.04471,-0.657873,0.527234,1.185107,0.007304,0.085463,0.007304,10.366563,0.069978,0.001568,22.03098,0.000065,-0.402467,22.272536,0.691999,0.111005,0.741917,0.764727,1.42035,-0.020572,0.065899,Oto-Mbus
0.000012,0.000071,0.001323,0.014521,0.036377,0.036353,13.179312,0.034142,0.037433,9.831031,0.032023,-0.475731,0.475979,0.95171,0.00272,0.052153,0.00272,15.263047,0.042179,-0.00082,-10.07255,0.000023,0.036572,39.079528,0.437136,0.048954,0.576288,0.318429,0.789865,-0.049868,0.084877,Oto-Mbus
0.000003,0.000004,0.000138,0.003306,0.011755,0.011754,43.199755,0.007589,0.031502,13.359556,0.005001,-0.099667,0.180111,0.279778,0.000134,0.011286,0.000127,23.007954,0.009747,-0.00039,-20.113675,0.000001,-0.003247,518.191924,-12.681426,0.01043,1.628942,0.369163,1.994513,0.005706,0.034795,Met-Mar
0.000005,0.000022,0.000494,0.005928,0.022224,0.022226,10.455188,0.013529,0.008152,23.323204,0.010883,-0.180432,0.206071,0.386503,0.000236,0.015362,0.000236,23.177635,0.011358,-0.000102,-123.825534,0.000011,0.028771,8.491745,0.116791,0.058394,0.196235,0.141125,0.290057,-0.007797,0.022107,Tramvay
0,0.000004,0.000159,0.003229,0.012627,0.012628,168.983023,0.007503,-0.003953,14.00304,0.004602,-0.048022,0.081866,0.129888,0.000117,0.010479,0.00011,6.463165,0.009814,-0.000376,-36.582677,0.000007,0.002737,301.026768,-10.334543,0.010751,1.296853,0.625241,1.919301,0.010108,0.034738,Met-Mar
0.000069,0.000019,0.003743,0.020542,0.061177,0.061183,22.835114,0.048061,0.011657,22.723139,0.044003,-0.653326,0.739312,1.392638,0.007102,0.084276,0.007103,11.369964,0.06771,-0.000209,-50.927592,0.000027,0.018004,28.667072,-0.214178,0.114759,0.936288,0.590934,1.528799,-0.000714,0.068722,Oto-Mbus
0.001171,0.000017,0.14725,0.178042,0.383732,0.357771,3.930775,0.429167,0.125069,3.523072,0.667049,-2.022,1.6597,3.6817,0.305719,0.552277,0.30501,3.087951,0.750093,-0.273777,95.597316,0.00028,-0.28842,3.99209,0.719709,1.598064,3.737691,1.86428,4.76618,1.571956,0.605974,Yurume
0.00001,0.000003,0.000152,0.00442,0.012315,0.012214,32.753217,0.010061,0.003398,7.292375,0.012683,-0.160661,0.074986,0.235647,0.000109,0.010437,0.000109,27.759184,0.009042,-0.000019,-84.679308,0.000008,0.025382,12.78953,0.104048,0.036338,0.142378,0.05888,0.194964,-0.004959,0.011193,Met-Mar
0.000004,0.000003,0.000211,0.005962,0.014519,0.014457,31.067611,0.014612,-0.04977,7.806445,0.024879,-0.18897,0.128233,0.317203,0.000142,0.01193,0.000142,37.893566,0.012599,-0.000139,-81.132912,0.000005,0.038229,14.294373,-0.71351,0.042702,0.167243,0.131733,0.289855,-0.001295,0.011734,Met-Mar
0.000003,0.000004,0.000174,0.004568,0.013182,0.013058,32.429497,0.009969,0.015182,19.383467,0.012104,-0.10854,0.093152,0.201692,0.000097,0.009845,0.000097,13.498949,0.009031,0.000572,-236.282778,0.000017,0.004109,11.626319,0.224008,0.034998,0.291046,0.265076,0.596091,-0.001092,0.012952,Met-Mar
0.000022,0.000004,0.003458,0.021002,0.058803,0.058795,13.584603,0.049145,-0.173345,16.643879,0.044918,-0.636381,0.546002,1.182383,0.006949,0.083369,0.00695,8.865107,0.070448,0.00142,29.030259,0.000004,-0.191073,19.198276,0.104249,0.111505,0.994989,0.764727,1.797837,0.021364,0.068976,Oto-Mbus
0,0.000001,0.000086,0.00363,0.00929,0.00929,30.177214,0.008656,-0.004923,5.600065,0.0069,-0.069433,0.084694,0.154127,0.000153,0.012129,0.000147,8.154206,0.011356,0.000893,11.49937,0.000002,-0.260937,15.276937,0.235556,0.01518,0.109793,0.067427,0.156376,0.036091,0.012386,Met-Mar
0.000052,0,0.004157,0.024732,0.064471,0.064453,11.769002,0.057661,-0.488093,6.745115,0.072138,-0.946153,0.382344,1.328497,0.003908,0.062519,0.003909,22.778648,0.059141,-0.001531,2375.866406,0.000116,0.020539,109.522576,4.005571,0.107362,1.403573,1.07681,2.55401,-0.221625,0.109711,Araba
0.00002,0.000049,0.002716,0.018226,0.052114,0.052044,11.032587,0.041312,0.009185,16.574855,0.048555,-0.335017,0.447301,0.782318,0.003612,0.060005,0.003601,8.334645,0.056415,-0.001568,-20.728879,0.000044,0.16079,15.111424,0.20379,0.096901,0.918281,0.889508,1.487273,0.00771,0.100945,Araba
0.000016,0.000019,0.000489,0.00602,0.022109,0.022099,11.268086,0.013668,-0.035022,20.949541,0.010599,-0.081742,0.156354,0.238096,0.000217,0.014744,0.000217,11.848053,0.011248,0.000861,-94.586244,0.000021,0.008384,10.465054,-0.027513,0.056129,0.176221,0.183159,0.360211,-0.007022,0.022103,Tramvay
0.000046,0.000004,0.000892,0.011295,0.029873,0.02986,6.238083,0.027528,-0.021288,11.819053,0.02898,-0.262766,0.149101,0.411867,0.000954,0.030856,0.000952,8.951138,0.027817,-0.000509,-32.672848,0.000056,-0.105712,7.390915,-0.247124,0.085769,0.285515,0.222144,0.435973,0.016143,0.034314,Oto-Mbus
0.000004,0.000004,0.00018,0.004525,0.013411,0.013316,25.33562,0.010328,0.001196,6.895472,0.01208,-0.197462,0.075175,0.272637,0.000105,0.010258,0.000105,41.993833,0.008873,-0.000216,-96.161773,0,0.025632,10.585151,0.105453,0.03637,0.132495,0.131807,0.264955,-0.001607,0.011944,Met-Mar
0.000003,0.000009,0.000864,0.011419,0.029397,0.029294,6.04098,0.027708,-0.004622,11.840618,0.028559,-0.256423,0.185434,0.441857,0.000936,0.030581,0.000935,7.805178,0.026232,-0.000747,-24.836832,0.000009,0.000001,6.613272,0.057113,0.084776,0.21723,0.190584,0.379506,-0.000689,0.033028,Oto-Mbus
0.000004,0.000014,0.000291,0.005564,0.017056,0.017046,14.636704,0.013205,0.001061,13.241112,0.013448,-0.185775,0.222458,0.408233,0.000437,0.020915,0.000437,17.264053,0.01377,0.000547,17.003521,0.000004,0.005762,15.627061,0.125701,0.022458,0.250985,0.247473,0.417116,-0.013033,0.023093,Tramvay
0.000016,0.000042,0.00409,0.024842,0.063955,0.063939,9.328039,0.059178,-0.030175,8.089221,0.072624,-0.622966,0.432727,1.055693,0.003672,0.060568,0.003668,12.051193,0.060691,-0.001157,-86.094633,0.000001,0.023278,144.603859,-3.152903,0.108411,1.640257,0.790927,2.490297,0.031287,0.108138,Araba
0.000068,0.000451,0.123339,0.174703,0.351196,0.350779,3.596468,0.427255,0.567516,3.012776,0.740427,-2.28935,2.22929,4.51864,0.353954,0.594162,0.353029,3.505048,0.817642,-0.282184,-42.550319,0.001285,8.09075,4.534681,0.899595,1.508419,4.23371,1.82275,4.82124,-0.13884,0.632065,Yurume
0.000009,0.000016,0.000274,0.006992,0.016546,0.016493,4.665656,0.01699,0.054535,5.925455,0.032266,-0.098518,0.095628,0.194146,0.000232,0.015236,0.000232,7.654291,0.014619,0.00078,44.112191,0.000012,-0.077248,6.090301,-0.082341,0.044211,0.118694,0.084595,0.179566,-0.005393,0.015817,Hafif_Rayli
0.000012,0.000034,0.000273,0.005596,0.016522,0.016524,15.968095,0.013405,-0.007632,14.32209,0.013271,-0.159079,0.178831,0.33791,0.000405,0.020114,0.000405,14.868631,0.013785,0.000668,18.610555,0.000001,0.009907,29.641715,-1.460432,0.022489,0.19094,0.193963,0.360797,-0.007961,0.022605,Tramvay
0.000003,0.00007,0.001211,0.014068,0.034793,0.034778,7.899723,0.032458,-0.010505,7.214103,0.031491,-0.551119,0.721806,1.272925,0.002799,0.052891,0.002797,25.082017,0.042634,-0.001235,-9.385356,0.000051,0.006318,22.361256,-0.09068,0.050566,0.549564,0.33553,0.717746,-0.001395,0.084944,Oto-Mbus
0.000008,0.000007,0.002779,0.018381,0.052713,0.0527,20.773599,0.043542,0.07835,9.80064,0.048208,-0.399678,0.469034,0.868712,0.003955,0.062793,0.003943,9.303484,0.057579,-0.002284,-19.116051,0.000032,-0.125783,13.647784,0.058181,0.094388,0.788319,0.773902,1.325639,0.159705,0.093713,Araba
0.000001,0.000018,0.002388,0.023092,0.048869,0.048737,4.380181,0.056588,3.439161,5.676309,0.076053,-0.277996,0.225804,0.5038,0.005248,0.071665,0.005136,3.203157,0.094052,0.00457,9.36856,0.000009,-0.245543,3.432227,0.015663,0.112052,0.090857,0.117316,0.38123,-0.030396,0.049557,Araba
0.000012,0.000003,0.002672,0.018354,0.051687,0.05169,14.145071,0.044127,-0.029072,25.305679,0.048907,-0.562273,0.475453,1.037726,0.003745,0.061162,0.003741,11.497704,0.053664,-0.001254,-110.348786,0.000075,-0.024667,26.676072,0.203505,0.098333,1.157864,0.91365,1.584336,0.02597,0.102393,Araba
0.000042,0.000011,0.0003,0.007124,0.017308,0.017296,5.341475,0.017188,0.06027,6.211873,0.032374,-0.088839,0.089603,0.178442,0.000236,0.015359,0.000236,6.317596,0.015607,0.000914,23.900529,0.000024,-0.001646,8.953736,0.448594,0.043444,0.107909,0.089478,0.160798,0.00091,0.015593,Hafif_Rayli
0.000004,0.000003,0.000132,0.003255,0.011486,0.011487,94.238917,0.00745,-0.000547,41.781043,0.004814,-0.062989,0.154307,0.217296,0.000134,0.011185,0.000125,15.018294,0.009732,-0.000342,-26.282479,0.000019,-0.005686,601.380599,-15.735911,0.010179,1.544984,0.688639,2.227769,0.004986,0.037592,Met-Mar
0.000005,0.000078,0.000922,0.011463,0.030365,0.03036,6.541602,0.027181,0.034207,13.396742,0.027729,-0.188324,0.137944,0.326268,0.000938,0.03061,0.000937,7.198298,0.026991,-0.000575,-32.802757,0.000009,0.062067,6.9302,-0.184914,0.082005,0.231057,0.211181,0.394053,0.010317,0.033349,Oto-Mbus
0.000001,0.000001,0.000841,0.010913,0.028993,0.028918,6.393525,0.026291,-0.014657,14.229517,0.028591,-0.193695,0.168099,0.361794,0.000933,0.030501,0.00093,8.149611,0.026484,-0.001033,-17.415276,0.000252,-0.017459,7.274921,0.192206,0.083897,0.216101,0.162898,0.35448,-0.071185,0.033733,Oto-Mbus
0.000005,0.000001,0.00086,0.011162,0.029324,0.029309,5.915876,0.02637,0.009928,15.196195,0.027256,-0.188324,0.168099,0.356423,0.000962,0.030989,0.00096,7.939961,0.026257,-0.001165,-27.409759,0.000009,0.085619,7.175448,-0.016099,0.083915,0.231057,0.15287,0.344452,0.031311,0.033365,Oto-Mbus
0.000011,0.000002,0.004293,0.024956,0.065519,0.065494,13.272043,0.05772,0.055389,7.940931,0.074321,-1.2816,0.398277,1.679877,0.004325,0.065763,0.004325,47.644818,0.060376,-0.002191,925.508232,0.000077,0.031545,43.779922,1.579773,0.108441,0.942977,0.922949,1.920098,-0.011009,0.102977,Araba
0.000012,0.000015,0.001358,0.014483,0.036846,0.036821,17.047522,0.033837,-0.016878,8.940788,0.031437,-0.656966,0.72053,1.377496,0.002942,0.054241,0.002942,26.480209,0.042711,-0.00079,-12.057988,0.000023,0.002071,98.143555,4.242702,0.049932,0.514115,0.318429,0.789865,-0.358495,0.083557,Oto-Mbus
0.00047,0.000049,0.119049,0.173112,0.345035,0.344831,3.56374,0.420899,0.106577,3.062648,0.719805,-2.24899,1.84829,4.09728,0.343448,0.584339,0.341452,3.223428,0.820394,-0.156439,55.052267,0.000233,-0.178389,4.17171,0.727489,1.51366,4.08494,1.70764,5.05938,-0.084419,0.608139,Yurume
0.000015,0.000005,0.000178,0.004538,0.013326,0.01316,33.231196,0.01038,0.014904,7.604513,0.012561,-0.086809,0.098828,0.185637,0.0001,0.010014,0.0001,15.262993,0.009039,0.00041,921.705878,0.000001,0.015866,11.708601,0.209516,0.037328,0.351922,0.352865,0.46341,0.144021,0.013461,Met-Mar
0.000045,0.000016,0.000289,0.005533,0.017001,0.017002,16.645401,0.01287,-0.001375,9.520327,0.012162,-0.182561,0.277719,0.46028,0.00041,0.020241,0.00041,22.015072,0.013763,0.00053,15.158614,0,0.004217,15.96489,-0.379523,0.023932,0.22133,0.201389,0.368042,-0.473574,0.023059,Tramvay
0.000016,0.000042,0.004039,0.024825,0.063552,0.063527,8.562865,0.0588,-0.01288,8.095006,0.072207,-0.470021,0.425151,0.895172,0.00374,0.061133,0.003737,9.901119,0.059704,-0.001335,-108.853734,0.00003,0.024889,209.817296,2.161264,0.109118,1.807883,0.775627,2.596687,0.0329,0.11246,Araba
0.000018,0.000006,0.000176,0.004686,0.013283,0.013278,7.533649,0.011063,-0.005463,6.458962,0.014653,-0.097497,0.162515,0.260012,0.000402,0.020006,0.0004,7.004199,0.018127,0.000885,20.878484,0.000014,-0.000203,55.221898,1.251012,0.022376,0.149009,0.142983,0.258026,-0.020303,0.018584,Hafif_Rayli
0.000001,0.00001,0.000843,0.010974,0.029039,0.029022,6.237317,0.026228,0.030715,12.375307,0.027746,-0.156466,0.153399,0.309865,0.000921,0.030351,0.000921,6.335805,0.027042,-0.000378,315.98382,0.000005,-0.108814,7.350501,-0.125351,0.085197,0.23512,0.229683,0.441112,-0.003745,0.034397,Oto-Mbus
0.000008,0.00007,0.001229,0.013804,0.035053,0.035045,11.224998,0.031994,-0.009429,10.263826,0.031796,-0.461898,0.721806,1.183704,0.002828,0.053161,0.002826,22.422424,0.041929,-0.000765,-9.344667,0.000036,-0.007245,50.413444,-2.459356,0.048723,0.549564,0.33553,0.717746,0.01168,0.085935,Oto-Mbus
0.000094,0.000002,0.00368,0.02075,0.060667,0.060657,14.983449,0.047535,0.008511,22.318572,0.042829,-0.636381,0.617712,1.254093,0.006806,0.082509,0.006808,10.40807,0.070117,0.000436,-197.710476,0.000004,-0.104901,19.347715,-0.136652,0.110559,1.004597,0.687117,1.720227,0.017577,0.068696,Oto-Mbus
0.000004,0.000006,0.004241,0.021436,0.065124,0.065124,17.596903,0.050469,-0.04488,15.081168,0.043758,-0.914727,0.885824,1.800551,0.007868,0.088709,0.007869,15.970407,0.070423,0.000767,-365.143952,0.000087,-0.008504,20.725982,0.230268,0.115309,0.637587,0.647262,1.247988,0.002528,0.073116,Oto-Mbus
0.000007,0.000025,0.000827,0.012248,0.028766,0.028769,7.000609,0.030068,-0.14394,7.81274,0.052677,-0.154635,0.172552,0.327187,0.000629,0.02505,0.000628,6.077328,0.026281,0.000265,-69.410552,0.00014,0.084608,6.674829,0.006351,0.121125,0.27411,0.240084,0.407337,-0.026083,0.032743,Oto-Mbus
0.000576,0.000237,0.114542,0.173567,0.33844,0.337422,3.458921,0.419159,0.361914,3.093773,0.723854,-2.27151,1.95199,4.2235,0.332983,0.57665,0.332525,3.362021,0.811176,-0.213293,109.052713,0.000221,-0.272801,4.384828,0.836752,1.496535,3.531079,1.83033,4.6994,-0.376332,0.612133,Yurume
0.000005,0.000013,0.00028,0.005607,0.016728,0.016723,14.845301,0.013104,0.001084,17.809129,0.013504,-0.183045,0.237271,0.420316,0.000422,0.02054,0.000422,19.436537,0.013812,0.000625,15.575499,0.000002,0.004702,13.871303,0.055311,0.022383,0.209098,0.207831,0.351057,-0.007565,0.022046,Tramvay
0.000018,0.000027,0.002593,0.017997,0.050918,0.050919,11.142091,0.043608,0.034042,29.413978,0.048181,-0.364449,0.488956,0.853405,0.003659,0.060429,0.003652,9.065657,0.057629,-0.001398,-39.13897,0.000063,-0.046326,20.909962,0.568728,0.094443,0.846274,0.835538,1.442203,-0.067772,0.098745,Araba
0.000036,0.000032,0.003942,0.021242,0.062783,0.06279,14.673004,0.050806,0.011984,15.734293,0.044736,-0.686007,0.574849,1.260856,0.007182,0.084715,0.007177,10.656664,0.073046,0.000609,-721.736984,0.000186,0.101052,22.447288,-1.145502,0.113042,0.932416,0.653201,1.13655,-0.007695,0.066384,Oto-Mbus
0.000021,0.000002,0.031703,0.05708,0.178053,0.165762,2.528266,0.217666,0.055126,3.958066,0.0826,-0.394842,0.375474,0.770316,0.007686,0.079214,0.006275,4.219578,0.099579,0.003903,15.34086,0.000004,0.224161,8.081598,0.587868,0.128944,0.779242,0.766736,1.290967,-0.112624,0.125625,Araba
0.000576,0.000019,0.115257,0.174052,0.339495,0.338865,3.441738,0.427295,-0.494102,3.134589,0.72173,-2.27151,1.9213,4.19281,0.338024,0.580726,0.337243,3.159976,0.819451,-0.182757,203.546688,0.000105,-1.130707,4.428192,0.864731,1.47186,3.49467,1.67604,4.90161,-0.433323,0.617177,Yurume
0.000017,0.000001,0.000159,0.003192,0.012622,0.012622,61.764125,0.007361,-0.001101,28.17414,0.004788,-0.0511,0.081685,0.132785,0.000121,0.010668,0.000114,6.72009,0.009958,-0.000389,-31.095482,0.000006,0.007616,36.505356,0.812472,0.010777,1.459284,0.418306,1.896636,0.007991,0.033702,Met-Mar
0.000011,0.000016,0.000281,0.006892,0.016756,0.016722,5.047799,0.016666,0.045942,6.573302,0.032019,-0.097904,0.083258,0.181162,0.000218,0.014743,0.000217,6.740363,0.014383,0.000745,35.373724,0.000012,0.047234,6.373945,-0.03964,0.044476,0.118694,0.085424,0.180395,-0.038114,0.015771,Hafif_Rayli
0.000345,0.000029,0.147219,0.170318,0.383691,0.361877,4.379034,0.414867,-0.687437,3.439291,0.686084,-1.95344,1.52745,3.48089,0.300381,0.54477,0.296774,3.022636,0.766349,-0.170154,56.203663,0.000327,-0.136735,4.012674,0.783354,1.57026,3.6149,2.36878,5.28465,0.017285,0.603011,Yurume
0.000112,0.000011,0.003275,0.020338,0.057228,0.057235,12.163465,0.045868,0.009699,30.180429,0.043973,-0.640727,0.64463,1.285357,0.006444,0.080277,0.006444,11.895114,0.070084,0.000414,-114.457238,0.000055,-0.03914,24.052082,-0.054328,0.112038,0.633243,0.653218,1.248754,-0.05416,0.062463,Oto-Mbus
0.000045,0.000012,0.00371,0.024877,0.060907,0.060833,8.326267,0.059826,0.040814,5.68711,0.073791,-0.600298,0.552283,1.152581,0.003792,0.061551,0.003789,12.443209,0.061344,-0.000363,-77.713843,0.000059,0.086879,59.222903,-1.437979,0.107175,1.681517,1.65427,3.02219,0.042898,0.109734,Araba
0.000002,0.000002,0.00013,0.003182,0.011422,0.011423,60.724318,0.007394,0.008306,8.524907,0.004837,-0.078174,0.117014,0.195188,0.000133,0.01125,0.000127,10.365266,0.009969,-0.00045,-23.115802,0.000002,0.009772,426.804139,-11.377304,0.010622,1.606165,0.228745,1.839765,0.004472,0.033362,Met-Mar
0.000004,0.000005,0.000195,0.005956,0.013969,0.013931,23.068005,0.014461,-0.008864,4.706624,0.025671,-0.186475,0.110577,0.297052,0.000149,0.012203,0.000149,39.840126,0.012522,-0.000407,-48.688798,0.000012,0.075219,15.537551,-0.751145,0.04307,0.167243,0.116002,0.274124,0.00459,0.011639,Met-Mar
0.000061,0.000025,0.003747,0.021128,0.061214,0.061209,18.963358,0.050823,0.002137,16.015935,0.04293,-0.554054,0.74854,1.302594,0.007179,0.084734,0.00718,11.227269,0.071203,0.001592,76.933299,0.000006,-0.121065,21.028533,0.279661,0.114571,1.064846,0.622309,1.679009,-0.24536,0.065639,Oto-Mbus
0.000081,0.000045,0.00363,0.020609,0.06025,0.060239,20.413837,0.049513,0.002382,18.815355,0.045936,-0.690266,0.645063,1.335329,0.007149,0.084554,0.007149,11.23219,0.070897,0.000946,31.247891,0.000019,-0.108383,21.513008,0.24644,0.11125,0.836544,0.63082,1.463946,-0.016303,0.069195,Oto-Mbus
0.000007,0.000003,0.000158,0.004567,0.012573,0.012574,7.75515,0.010692,0.065516,15.004127,0.014302,-0.211684,0.196318,0.408002,0.00044,0.020899,0.000437,11.578049,0.017757,0.000726,23.343302,0.000004,0.023274,28.126966,-0.942834,0.022179,0.20445,0.17938,0.277102,-0.076744,0.019411,Hafif_Rayli
0.000156,0.000128,0.143257,0.172662,0.378493,0.352745,4.280774,0.40707,4.014299,3.263026,0.649929,-1.8212,1.71616,3.53736,0.303266,0.547205,0.299433,3.143085,0.736383,-0.423151,-38.193517,0.001641,-7.853911,4.125475,0.754111,1.560671,3.46761,1.90945,4.55331,2.377807,0.572897,Yurume
0.000001,0.000013,0.000829,0.01103,0.028784,0.028731,6.136131,0.026576,0.03657,10.509251,0.027005,-0.189033,0.171657,0.36069,0.000889,0.029803,0.000888,6.816779,0.026731,-0.000186,-33.515866,0.000005,-0.009911,7.106071,-0.106382,0.085403,0.238061,0.229683,0.436878,-0.005031,0.033389,Oto-Mbus
0.000011,0.000004,0.000934,0.011216,0.030569,0.030558,6.736746,0.027254,0.071428,11.734547,0.029252,-0.261162,0.152273,0.413435,0.000969,0.031088,0.000966,8.109697,0.027434,-0.000928,-18.654389,0.000056,-0.175306,7.30396,-0.365469,0.086234,0.245966,0.207466,0.418449,-0.010851,0.035207,Oto-Mbus
0.000002,0.000017,0.001218,0.013981,0.034896,0.034888,10.786356,0.031854,-0.016284,6.661517,0.031874,-0.549797,0.353363,0.90316,0.002543,0.050427,0.002543,13.512045,0.041966,-0.001337,-9.753256,0.000013,0.004658,104.838982,3.522743,0.048955,0.550272,0.305998,0.684648,-0.007418,0.08571,Oto-Mbus
0.000001,0.000003,0.000119,0.003391,0.010905,0.010906,99.412355,0.00786,0.000404,15.259896,0.004827,-0.174469,0.065755,0.240224,0.000131,0.011032,0.000122,22.999348,0.00944,-0.000344,-32.672618,0.000009,0.004268,73.673425,-0.311749,0.01048,0.754022,0.74681,1.192558,0.010382,0.029493,Met-Mar
0.000013,0.000006,0.000485,0.00618,0.022018,0.02201,11.217986,0.013674,0.004143,15.881112,0.010805,-0.143771,0.096004,0.239775,0.000245,0.015669,0.000246,12.69287,0.011629,0.000956,32.81394,0.000076,0.015665,9.833045,0.601212,0.060648,0.176386,0.191895,0.313964,-0.002372,0.022026,Tramvay
0.000023,0.000007,0.000175,0.004456,0.013231,0.013116,25.513554,0.009972,0.001166,8.774688,0.012183,-0.075218,0.116065,0.191283,0.000096,0.009803,0.000096,15.28159,0.008782,0.000009,156.071228,0,0.040335,10.547851,0.103725,0.036074,0.323648,0.188413,0.524091,-0.001762,0.013116,Met-Mar
0.000016,0.00002,0.000777,0.012176,0.02788,0.027883,6.809473,0.029843,-0.26115,7.745436,0.053501,-0.204701,0.134555,0.339256,0.000604,0.024576,0.000604,7.332517,0.026612,0.002008,25.470737,0.000054,0.257799,7.253219,0.269225,0.124235,0.24178,0.21655,0.368751,0.008837,0.031483,Oto-Mbus
0.00002,0.000002,0.002779,0.018291,0.052714,0.05269,11.777721,0.042852,0.009935,9.092304,0.049456,-0.353591,0.465787,0.819378,0.003771,0.061374,0.003767,8.412951,0.056196,-0.001254,-35.036136,0.000044,0.028641,13.640308,-0.354118,0.099211,0.965479,0.913765,1.563481,0.038935,0.100562,Araba
0.000001,0.000038,0.000187,0.005761,0.013666,0.01358,19.536241,0.014258,0.004953,6.0023,0.025911,-0.185502,0.119831,0.305333,0.000147,0.012126,0.000147,30.386941,0.012943,-0.000241,-68.410296,0.000016,0.053024,23.633002,-0.018033,0.040988,0.199527,0.150124,0.346204,0.006583,0.012542,Met-Mar
0.000008,0.000005,0.000168,0.004629,0.012961,0.012953,7.381125,0.010758,-0.020702,6.166336,0.015147,-0.141677,0.105642,0.247319,0.000384,0.019546,0.000382,6.41445,0.017524,0.000755,23.271726,0.000011,0.020393,31.216491,-0.16154,0.021871,0.136999,0.116686,0.251986,0.012204,0.018697,Hafif_Rayli
0.000008,0.000091,0.001308,0.014074,0.036169,0.036155,12.096861,0.032166,0.008632,10.336252,0.03126,-0.317738,0.509103,0.826841,0.002695,0.051888,0.002692,12.18895,0.041974,-0.00056,-9.349529,0.000006,-0.012448,50.044414,-3.017776,0.048325,0.508056,0.334212,0.713791,0.001217,0.086575,Oto-Mbus
0.000156,0.000328,0.138127,0.171119,0.371654,0.346223,4.222761,0.419419,-0.144028,3.31004,0.656883,-1.885,1.62823,3.51323,0.315821,0.559547,0.313093,3.143059,0.75,-0.425096,-36.391823,0.001641,1.092645,4.104319,0.797353,1.534594,3.24583,1.71974,4.67012,-0.028671,0.589511,Yurume
0.000064,0.000036,0.001237,0.013329,0.035172,0.035149,12.137809,0.030999,0.004366,7.676556,0.031839,-0.831054,0.405782,1.236836,0.002815,0.053063,0.002816,27.635184,0.041999,-0.001183,-11.108993,0.000004,-0.00061,30.857691,0.497411,0.04804,0.498166,0.322412,0.699245,0.017948,0.085221,Oto-Mbus
0.000004,0.000022,0.000309,0.005667,0.01758,0.017581,17.542556,0.01348,-0.011182,9.881541,0.012075,-0.16288,0.189464,0.352344,0.000402,0.020061,0.000402,16.826671,0.013144,0.00057,13.503478,0,0.004617,12.957655,-0.396447,0.021452,0.252285,0.248736,0.430822,-0.003819,0.02295,Tramvay
0.000002,0.000028,0.002416,0.023626,0.049152,0.048712,3.935415,0.057665,-0.014597,3.658994,0.071264,-0.277996,0.246595,0.524591,0.004195,0.063792,0.004069,3.847834,0.077497,0.003344,9.770932,0.000002,0.226205,3.725357,-0.132336,0.097958,0.090857,0.088562,0.274444,-0.01653,0.047028,Araba
0.000012,0.000001,0.000195,0.005914,0.013947,0.013911,16.684003,0.014041,0.016581,4.30246,0.025066,-0.173916,0.090364,0.26428,0.000124,0.011156,0.000124,20.307765,0.012486,0.000237,177.235274,0.000004,-0.000112,12.084503,0.385943,0.042424,0.226877,0.135572,0.35249,0.054559,0.012056,Met-Mar
0.000293,0.000135,0.1161,0.172056,0.340735,0.339157,3.565506,0.418182,0.771689,3.278302,0.70569,-2.09436,1.79092,3.88528,0.331995,0.575104,0.330745,3.050956,0.811474,-0.132815,31.256653,0.001426,0.294977,4.265501,0.803867,1.531172,3.181975,1.67401,4.65612,-0.128142,0.602467,Yurume
