@relation 'Free-Converter.com-sensor_test_fe_double_60_sec_shuffle_v2-94975332-weka.filters.unsupervised.attribute.Remove-R1-2,4-5,7-8,10-11,13-16,18,20-35,37-44,46,48-69,71-76,78-92,96-100,103-105,107-114'

@attribute AX-MinInc numeric
@attribute AX-Max numeric
@attribute AX-SqMean numeric
@attribute AX-QuaMean numeric
@attribute AX-Kurtosis numeric
@attribute AX-InqRan numeric
@attribute AY-Kurtosis numeric
@attribute AZ-Ranj numeric
@attribute AZ-SqMean numeric
@attribute GX-Median numeric
@attribute GY-MinRed numeric
@attribute GY-Kurtosis numeric
@attribute GY-Skewness numeric
@attribute GY-InqRan numeric
@attribute GZ-Max numeric
@attribute GZ-Ranj numeric
@attribute GZ-HaMean numeric
@attribute Mode {Tramvay,Oto-Mbus,Met-Mar,Araba,Hafif_Rayli,Yurume}

@data
0.000004,0.084813,0.000167,0.012941,23.028001,0.010165,6.812765,0.272637,0.000106,-0.000272,0,10.607286,0.027672,0.036263,0.21961,0.465752,-0.001207,Met-Mar
0.000001,0.081889,0.000305,0.017465,4.817524,0.017434,5.923836,0.204973,0.000242,0.000843,0.000004,4.890907,0.104788,0.046694,0.082159,0.168809,0.004786,Hafif_Rayli
0.000003,0.142096,0.000139,0.011808,15.827777,0.013222,4.202883,0.200722,0.00045,-0.000467,0.000001,4.680325,0.044743,0.034501,0.074482,0.171941,0.004095,Met-Mar
0.000015,0.096358,0.000297,0.01722,4.903642,0.016846,6.099159,0.184246,0.000242,0.000274,0.000005,5.410673,0.206481,0.044641,0.080423,0.19347,-0.009675,Hafif_Rayli
0.000006,0.159336,0.000751,0.027406,6.288777,0.029556,7.28305,0.307485,0.000641,0.000236,0.000046,6.198539,-0.002304,0.120634,0.240758,0.394466,0.010803,Oto-Mbus
0.000004,0.157023,0.000926,0.030422,6.500047,0.027404,11.725065,0.413435,0.00093,-0.000755,0.000056,7.140596,-0.220079,0.086255,0.222144,0.435973,-0.018046,Oto-Mbus
0.000065,0.36801,0.00127,0.035634,10.888545,0.032562,7.350806,1.272925,0.002856,-0.000904,0.000051,39.927963,-1.369837,0.050512,0.33553,0.717746,-0.003307,Oto-Mbus
0.000002,0.126639,0.000202,0.014204,20.063507,0.014037,6.452555,0.272957,0.00013,-0.000259,0.000001,15.039106,-0.480699,0.042156,0.27537,0.554808,-0.00406,Met-Mar
0.000002,0.332438,0.002616,0.051146,10.724151,0.042205,27.709623,0.827233,0.003655,-0.000359,0.000036,17.923155,-0.135369,0.094346,0.912091,1.595209,-0.015716,Araba
0.000038,0.406056,0.002813,0.053034,19.204056,0.042811,8.299397,1.29586,0.003852,-0.001236,0.000057,14.864124,0.129329,0.095676,0.891487,1.562868,-0.039534,Araba
0.000005,0.0876,0.000162,0.012747,18.352083,0.01016,11.037329,0.15914,0.000099,-0.000021,0.000008,10.082497,0.580939,0.037045,0.156849,0.432493,-0.002595,Met-Mar
0.000164,1.63111,0.145416,0.381334,4.140778,0.413251,3.562193,3.93633,0.29838,-0.292121,0.00022,4.071553,0.796648,1.557802,1.90687,4.49715,-0.212465,Yurume
0.000304,1.2906,0.115723,0.340181,3.805283,0.406145,3.109285,4.57809,0.35295,-0.222838,0.000148,4.549775,0.798402,1.498558,2.03849,5.13047,0.092587,Yurume
0.000019,1.17786,0.114893,0.338959,3.68685,0.411948,3.228902,4.5678,0.338432,-0.204568,0.000105,4.31368,0.792948,1.4713,1.62511,4.85068,0.097079,Yurume
0.000003,0.188319,0.000201,0.014189,27.32997,0.014421,5.071178,0.3247,0.000155,-0.000334,0.000012,13.343345,-0.546268,0.042755,0.116002,0.274124,0.004261,Met-Mar
0.000011,0.115235,0.000296,0.017193,5.696494,0.017206,6.505544,0.183611,0.000233,0.000727,0.000024,8.798174,0.377937,0.042498,0.089478,0.177146,0.001444,Hafif_Rayli
0.000005,0.197822,0.000291,0.017059,14.031686,0.013427,11.157228,0.323813,0.000389,0.000639,0,12.773422,-0.166497,0.022758,0.221923,0.421972,0.003156,Tramvay
0.000142,1.10999,0.123741,0.351769,3.650762,0.429739,3.116512,4.20115,0.337353,-0.279804,0.000143,4.461476,0.828841,1.478077,1.58125,4.4415,-0.814397,Yurume
0.000009,0.096001,0.000302,0.017368,5.686836,0.016673,6.71876,0.189774,0.000229,0.000824,0.00001,6.472683,0.006957,0.044499,0.09285,0.197445,0.108236,Hafif_Rayli
0,0.135992,0.000062,0.0079,50.767959,0.003387,12.626076,0.181699,0.000126,-0.000141,0,32.687383,-0.051927,0.006407,0.103866,0.19704,-0.000169,Met-Mar
0.000003,0.430025,0.002608,0.051069,11.636848,0.044206,17.80932,1.07619,0.003683,-0.001942,0.000007,14.784257,-0.085968,0.097787,0.91365,1.591275,0.001923,Araba
0,0.148596,0.000209,0.014469,24.928154,0.01447,4.074222,0.232923,0.000128,0.000201,0.000028,13.014398,-0.491577,0.041446,0.168169,0.595089,-0.005411,Met-Mar
0.000019,1.17786,0.113861,0.337433,3.527485,0.417109,3.204372,4.19281,0.337901,-0.194971,0.000105,4.316577,0.819546,1.475818,1.67604,4.90161,-0.352171,Yurume
0.000004,0.069167,0.000189,0.013732,55.419202,0.010124,14.720586,0.286938,0.000101,0.000616,0.000013,11.039909,0.222834,0.036299,0.066786,0.397801,-0.002836,Met-Mar
0.000135,1.14773,0.116724,0.341648,3.529209,0.420341,3.26461,3.95663,0.337509,-0.135643,0.000327,4.320983,0.810251,1.534784,1.68213,4.66424,-0.171148,Yurume
0.000011,0.09178,0.000284,0.016853,4.897044,0.017041,7.715496,0.191049,0.000243,0.00076,0.000006,6.392662,0.204163,0.042001,0.077757,0.194714,-0.006979,Hafif_Rayli
0.00007,0.353732,0.001263,0.035534,10.792165,0.032012,9.393904,1.183704,0.00283,-0.000754,0.000017,45.002663,-2.556079,0.049757,0.33553,0.717746,0.0148,Oto-Mbus
0.000002,0.08693,0.000164,0.012814,7.785628,0.010769,7.116558,0.35527,0.000425,0.000835,0.000001,22.921949,-0.753588,0.022337,0.178362,0.391519,-0.009253,Hafif_Rayli
0.000001,0.092846,0.000314,0.01771,5.009419,0.017746,5.96261,0.201714,0.000232,0.000796,0.000004,5.386675,-0.052713,0.044815,0.084164,0.187872,0.002587,Hafif_Rayli
0.000002,0.231648,0.000139,0.011788,75.514484,0.007534,12.293146,0.233704,0.000131,-0.000357,0.000002,668.484616,15.392696,0.010093,0.771365,2.345195,-0.008331,Met-Mar
0.000018,0.200085,0.002015,0.044888,4.329468,0.052152,5.325753,0.524591,0.004271,0.002787,0.000002,3.78429,-0.04143,0.097048,0.117316,0.38123,-0.035553,Araba
0,0.096256,0.000155,0.012451,20.690378,0.009793,6.466806,0.304925,0.000101,0.000168,0,13.88562,-0.201312,0.0353,0.209311,0.4153,-0.007524,Met-Mar
0.000001,0.149916,0.000478,0.021873,10.168152,0.013981,15.11227,0.332343,0.000266,0.000991,0.000058,10.940451,0.569585,0.058572,0.123812,0.270383,-0.006955,Tramvay
0.000006,0.158172,0.000188,0.013717,20.816631,0.013919,3.859277,0.280434,0.000125,0.000384,0.000031,11.25651,0.144642,0.041596,0.199185,0.442662,0.02135,Met-Mar
0.000007,0.163929,0.000903,0.030048,4.649802,0.036155,9.83315,0.413486,0.00257,-0.000068,0.000013,3.348148,0.025577,0.071156,0.095475,0.246661,-0.010313,Araba
0.000007,0.132585,0.000911,0.03019,6.528555,0.026822,11.858644,0.337882,0.000988,-0.000299,0.00012,7.092247,0.106863,0.082569,0.204892,0.43861,0.020593,Oto-Mbus
0.000028,0.504453,0.003909,0.062521,9.328856,0.058707,6.055117,1.258493,0.003703,-0.000898,0.000001,56.434752,-0.182463,0.106302,1.8952,3.71375,-0.039431,Araba
0.000045,0.689183,0.003615,0.060121,20.697012,0.048514,23.263132,1.335329,0.006869,0.000901,0.000019,21.500142,-0.337426,0.111925,0.63082,1.463946,-0.024081,Oto-Mbus
0.000001,0.140823,0.000479,0.021888,11.957362,0.013516,14.026373,0.369789,0.000262,0.000851,0.000002,14.621061,0.668611,0.05736,0.175955,0.332806,-0.009187,Tramvay
0.000003,0.098353,0.00021,0.01448,21.278992,0.014113,3.662303,0.233023,0.000125,-0.000108,0.000006,10.663295,0.036951,0.042159,0.110264,0.294189,0.00205,Met-Mar
0.000001,0.137533,0.000866,0.02943,6.163144,0.026672,13.989859,0.361794,0.000935,-0.000798,0.000252,7.403863,0.093012,0.082631,0.162898,0.396616,-0.578229,Oto-Mbus
0.000028,0.483894,0.003855,0.062085,7.691051,0.060043,5.627524,1.152581,0.003796,-0.001197,0.000059,59.543662,-2.168378,0.105753,1.8952,3.71375,-0.039416,Araba
0.000025,0.234165,0.000838,0.02894,7.266283,0.029864,10.122411,0.373538,0.000644,0.000548,0.000006,6.91524,0.298107,0.123268,0.244204,0.410902,-0.026529,Oto-Mbus
0,0.488493,0.004167,0.064553,11.031717,0.057354,8.456403,1.359923,0.003822,-0.001602,0.000014,85.067801,3.211204,0.108225,1.19174,3.0128,-0.117827,Araba
0.000429,1.1927,0.115161,0.339354,3.693149,0.416172,3.26195,4.10577,0.337736,-0.216858,0.000415,4.309445,0.802531,1.496824,1.96594,4.89524,-0.638809,Yurume
0.000007,0.42346,0.002693,0.051892,18.133143,0.043509,16.846907,0.875131,0.003869,-0.002154,0.000032,22.437386,0.319009,0.094147,0.895358,1.447095,-0.109513,Araba
0.000001,0.099864,0.000174,0.013183,7.756995,0.010919,8.349651,0.359376,0.00043,0.000787,0.000004,57.872727,1.645595,0.022379,0.17938,0.333543,0.94854,Hafif_Rayli
0.000009,0.096001,0.000309,0.017572,5.76942,0.016978,6.279404,0.187143,0.000234,0.000808,0.00001,7.952265,0.319575,0.043313,0.09285,0.197445,-0.011762,Hafif_Rayli
0.000175,1.63111,0.147212,0.383682,4.0719,0.410495,3.393077,3.7913,0.29508,-0.362163,0.00022,4.04123,0.754533,1.548728,1.90687,4.83816,-0.175389,Yurume
0.000027,0.424615,0.002576,0.050755,11.860812,0.043631,29.099934,0.853405,0.0036,-0.00188,0.000063,23.548984,0.89814,0.094628,0.835538,1.487555,-0.011042,Araba
0.000025,0.695121,0.003608,0.06007,17.63226,0.050403,19.024641,1.302594,0.006808,0.001312,0.000006,25.794776,-0.236578,0.112857,0.622309,1.679009,-0.021925,Oto-Mbus
0.000001,0.087053,0.000164,0.012825,7.315729,0.01095,13.575199,0.408381,0.000446,0.000782,0.000004,34.088278,-0.028506,0.022305,0.17938,0.333543,0.04125,Hafif_Rayli
0.000002,0.200085,0.025535,0.159796,3.087856,0.107306,4.573134,0.602983,0.0062,0.003326,0.000001,4.459171,-0.041304,0.107534,0.198289,0.60387,-0.081988,Araba
0.000009,0.136396,0.000883,0.029707,6.242471,0.027962,11.282689,0.441857,0.00093,-0.000464,0.000009,6.632035,0.032068,0.084403,0.228533,0.417455,-0.001305,Oto-Mbus
0.000009,0.151088,0.000893,0.029882,6.562266,0.027273,11.384412,0.449076,0.00094,-0.000876,0.000009,6.049917,-0.00159,0.087726,0.190584,0.379506,-0.03629,Oto-Mbus
0.000152,1.25527,0.117351,0.342565,3.701164,0.407944,3.182053,4.52261,0.338845,-0.140279,0.000069,4.589708,0.779329,1.502676,2.21562,5.32882,1.427657,Yurume
0.00002,0.21648,0.000813,0.028516,8.301862,0.029267,8.918678,0.453862,0.00068,0.000525,0.000041,6.017581,0.071814,0.124718,0.263174,0.421457,-0.017517,Oto-Mbus
0.000012,0.144639,0.00089,0.02983,6.934876,0.02688,21.520821,0.456449,0.000985,-0.000738,0.000033,7.651265,0.12846,0.082855,0.219941,0.483104,-0.030997,Oto-Mbus
0.000001,0.106935,0.000198,0.014075,25.635821,0.013937,4.840125,0.322205,0.000137,-0.000762,0.000012,10.858605,-0.172215,0.042324,0.155271,0.392675,0.003386,Met-Mar
0.000006,0.144639,0.00087,0.029489,6.300903,0.026907,18.444303,0.36792,0.000967,-0.000811,0.000075,7.72123,0.203162,0.084096,0.216705,0.479868,0.039295,Oto-Mbus
0.000001,0.695121,0.00361,0.060083,18.073188,0.048226,20.924339,1.800771,0.006943,0.000548,0.000098,31.243588,-0.781386,0.11101,0.619992,1.28183,-0.016839,Oto-Mbus
0.000001,0.170947,0.000163,0.012783,133.142055,0.007839,35.777956,0.13332,0.000131,-0.000397,0.000005,99.556417,-1.909436,0.010755,0.649173,1.60108,-0.006492,Met-Mar
0.000007,0.203517,0.000286,0.016918,18.523233,0.013318,12.063986,0.476258,0.000444,0.000619,0.000003,17.392513,0.321659,0.023612,0.214674,0.376113,0.002094,Tramvay
0,0.121907,0.000135,0.011603,7.785294,0.013236,4.160667,0.226853,0.000418,0.000667,0.000008,6.133418,-0.087385,0.031373,0.105924,0.202312,-0.116488,Met-Mar
0.00001,0.560467,0.00396,0.062927,16.692493,0.050027,15.563193,1.436888,0.007278,0.001649,0.000006,23.0717,-0.173069,0.115537,0.622309,1.679009,0.04792,Oto-Mbus
0.000017,0.278873,0.001238,0.03518,12.472695,0.032743,6.334521,0.90316,0.002604,-0.001161,0.000013,79.300983,2.751233,0.04941,0.312999,0.691649,-0.017165,Oto-Mbus
0.000005,0.131492,0.000885,0.02975,6.046589,0.027418,12.197387,0.343914,0.000945,0.000103,0.000027,7.80198,-0.299216,0.082679,0.186134,0.374953,0.000733,Oto-Mbus
0.00001,0.135379,0.000491,0.022148,10.894395,0.014017,16.121867,0.312559,0.000253,0.001042,0.000017,9.30256,0.174787,0.060347,0.120188,0.266162,0.00517,Tramvay
0,0.229206,0.000176,0.013278,39.047493,0.010097,13.347184,0.27298,0.000103,-0.000222,0.000014,11.096834,0.038546,0.036018,0.209311,0.418463,-0.006459,Met-Mar
0.000004,0.290785,0.000814,0.028523,11.706563,0.029483,8.463832,0.322809,0.000645,0.000863,0.000054,6.543187,0.081088,0.126546,0.196302,0.343506,1.648465,Oto-Mbus
0,0.091158,0.000169,0.013012,7.304088,0.011021,6.805609,0.348348,0.000428,0.000753,0.000001,26.071037,-0.97004,0.022562,0.142363,0.324116,-0.00554,Hafif_Rayli
0.000029,1.48923,0.144065,0.379559,4.308381,0.416448,3.417756,3.73338,0.29991,-0.215083,0.000327,4.096983,0.805858,1.565263,2.36878,5.41746,0.024328,Yurume
0.000017,1.54676,0.148058,0.384783,4.094167,0.417681,3.367845,3.6817,0.301456,-0.2423,0.000734,3.94037,0.728471,1.628285,2.2098,4.83873,0.841765,Yurume
0.000078,0.393022,0.002576,0.050757,12.133088,0.043586,17.53718,1.298683,0.003758,-0.00174,0.000021,24.653923,1.059242,0.091977,0.915538,1.580044,-0.009757,Araba
0.00003,0.152067,0.000927,0.030449,7.019369,0.026766,11.509932,0.438043,0.000929,-0.000897,0.000023,6.339639,-0.094986,0.086789,0.207466,0.407001,-0.022705,Oto-Mbus
0.000002,0.161545,0.000885,0.029753,6.650886,0.027357,11.522088,0.411867,0.00095,-0.000352,0.000056,7.537304,-0.189009,0.085756,0.222144,0.435973,0.019874,Oto-Mbus
0.000019,0.433068,0.00335,0.057881,6.562373,0.061163,12.147903,0.883798,0.004914,0.000233,0.000004,13.257125,0.534581,0.111867,0.835538,1.442203,0.1464,Araba
0.000019,0.550983,0.003784,0.061517,22.731941,0.049695,21.397631,1.392638,0.007058,0.000325,0.000027,29.331643,-0.051802,0.115374,0.651521,1.589386,-0.00108,Oto-Mbus
0,0.139852,0.00014,0.011817,14.594207,0.011079,5.460709,0.170261,0.000282,0.000402,0.000001,8.188587,-0.333835,0.023143,0.094646,0.158866,-0.011518,Met-Mar
0.000003,0.222013,0.000146,0.012066,93.809881,0.007435,30.717148,0.236403,0.000125,-0.000332,0.000003,741.726206,2.162047,0.010175,0.70118,2.24031,0.001424,Met-Mar
0.000001,0.099181,0.000305,0.017458,5.242786,0.017066,6.417636,0.204973,0.000239,0.000674,0.000016,5.089958,0.172563,0.046835,0.082159,0.175834,-0.009448,Hafif_Rayli
0.000004,0.099474,0.000815,0.028552,3.074689,0.037927,5.170185,0.377235,0.00235,0.001342,0.000004,3.461427,0.06583,0.06651,0.117627,0.206392,-0.017475,Araba
0.000022,0.225385,0.000808,0.028434,7.1237,0.029588,10.306272,0.373538,0.000659,-0.000127,0.000006,6.190391,0.233394,0.127944,0.244204,0.392066,-0.161965,Oto-Mbus
0.000004,0.342413,0.001253,0.035401,11.540393,0.032408,6.966727,1.113106,0.002767,-0.001142,0.000028,68.383003,0.63562,0.048194,0.31599,0.69833,-0.00039,Oto-Mbus
0.00002,0.092039,0.000314,0.017711,5.301033,0.017331,7.360018,0.187634,0.000232,0.000506,0.000007,7.351266,0.332013,0.04349,0.082652,0.170885,-0.005089,Hafif_Rayli
0.000135,1.26298,0.139403,0.373367,4.141653,0.414065,3.568114,3.89811,0.30062,-0.234431,0.000418,3.976167,0.765802,1.595702,2.0512,4.93572,-1.361167,Yurume
0.000011,0.330662,0.001295,0.035982,13.701039,0.032894,10.138863,1.516861,0.002909,-0.000671,0.000005,142.221472,5.761635,0.049799,0.318429,0.789865,-0.017953,Oto-Mbus
0.000049,0.360423,0.002519,0.050191,10.752191,0.041597,26.304058,0.852505,0.003565,-0.000701,0.000036,19.33773,0.239342,0.094357,0.912091,1.483481,0.012028,Araba
0.000001,0.351381,0.001265,0.035564,13.358315,0.032283,7.211794,1.098698,0.002803,-0.000742,0.000025,30.223424,0.70821,0.049552,0.386045,0.769062,-5.170357,Oto-Mbus
0.000015,0.330662,0.001326,0.036414,15.320836,0.033343,9.10748,1.377496,0.002832,-0.000682,0.000023,82.431917,3.148038,0.049373,0.318429,0.789865,-0.062297,Oto-Mbus
0.000005,0.085299,0.000289,0.017002,4.634941,0.017083,6.778044,0.187394,0.000237,0.000246,0.000005,7.38182,0.342365,0.044356,0.086856,0.18921,-0.000205,Hafif_Rayli
0.000012,0.144194,0.000908,0.030126,6.964677,0.027295,18.136547,0.445111,0.000976,-0.000339,0.000033,7.027831,0.098859,0.082132,0.228533,0.48896,-0.001372,Oto-Mbus
0.000001,0.689183,0.003862,0.062145,20.84906,0.047568,18.430854,1.800771,0.007357,0.000217,0.000118,24.769633,-0.632183,0.112117,0.63082,1.463946,0.279108,Oto-Mbus
0.000001,0.148473,0.000469,0.021666,9.784769,0.013806,19.325353,0.429455,0.000238,0.000922,0.000019,10.202788,0.17479,0.058056,0.183159,0.360211,0.001082,Tramvay
0.000001,0.161565,0.000753,0.027432,6.366767,0.029254,7.164591,0.321598,0.000625,0.001149,0.000046,5.833305,-0.013759,0.119566,0.240758,0.407137,-0.011892,Oto-Mbus
0.000023,0.488493,0.003972,0.063024,10.399338,0.057877,8.238237,1.466801,0.003928,-0.000941,0.000014,175.336048,7.04632,0.109845,1.19337,2.71837,-0.014282,Araba
0.000003,0.451716,0.002634,0.051322,11.208034,0.04372,13.080815,0.854786,0.003844,-0.000911,0.000021,14.755164,0.267878,0.095407,0.83722,1.601935,-0.051309,Araba
0.000128,1.63299,0.140341,0.374622,4.146909,0.419414,3.278236,3.72699,0.306985,-0.387937,0.001641,4.057628,0.7433,1.543113,1.90945,4.85983,-0.043339,Yurume
0.000002,0.332438,0.002798,0.052897,12.343337,0.042128,17.607365,1.256093,0.003798,-0.000754,0.000059,14.143137,0.053262,0.096775,0.859169,1.542287,-0.011816,Araba
0.000004,0.199506,0.000293,0.017115,15.01151,0.013452,9.72658,0.331641,0.000406,0.00063,0,20.182851,-0.993586,0.022181,0.221889,0.403719,-0.012534,Tramvay
0.000296,1.13223,0.1208,0.347563,3.617316,0.420834,3.082228,4.5267,0.353843,-0.232143,0.001285,4.609013,0.911137,1.510334,1.70638,4.70487,-0.297513,Yurume
0.000002,0.091158,0.000165,0.012835,7.813804,0.010681,6.671904,0.316806,0.000421,0.000762,0.000003,29.636823,-1.412151,0.022216,0.145796,0.2838,-0.008696,Hafif_Rayli
0.000001,0.089056,0.000159,0.012616,7.883981,0.010554,7.28847,0.349309,0.000425,0.00083,0.000005,77.081468,1.1854,0.022298,0.145796,0.2838,0.05241,Hafif_Rayli
0.000001,0.229206,0.000167,0.012933,38.711196,0.010029,14.270247,0.203805,0.000099,-0.000251,0.000008,9.587331,0.168471,0.03534,0.363378,0.57253,-0.002192,Met-Mar
0.000036,0.145312,0.000933,0.030542,6.354485,0.027687,12.099953,0.383491,0.000953,0.000233,0.000036,7.218545,0.027232,0.086497,0.232574,0.478783,-0.009387,Oto-Mbus
0.000011,0.118952,0.000992,0.03149,3.232187,0.041228,4.01601,0.512935,0.002045,-0.000045,0,4.186546,0.139241,0.070118,0.078272,0.20581,0.006972,Araba
0,0.491732,0.004135,0.064302,9.488985,0.058788,7.247599,0.951067,0.003769,-0.001513,0.00003,179.028457,1.519168,0.107248,0.775627,2.596687,0.104132,Araba
0.000002,0.125446,0.000188,0.013719,16.128005,0.014203,5.240206,0.244842,0.000127,0.000063,0.000005,14.306268,-0.285953,0.041279,0.222533,0.539328,0.01473,Met-Mar
0.000003,0.199309,0.000783,0.027984,6.769696,0.029977,8.085824,0.30132,0.000608,0.000063,0.000013,6.489539,0.168323,0.121081,0.180538,0.325603,0.005296,Oto-Mbus
0.000036,0.514905,0.001206,0.034734,18.248341,0.031813,8.587748,1.104212,0.002655,-0.001067,0.000004,94.048583,-3.547142,0.048818,0.31037,0.710058,-0.043822,Oto-Mbus
0.000531,1.72122,0.143463,0.378765,4.123302,0.427252,3.659681,4.41982,0.29603,-0.296603,0.00006,4.027754,0.767836,1.58099,1.83999,4.58713,0.186639,Yurume
0.000017,0.190765,0.000286,0.016897,15.431318,0.013111,12.714722,0.33791,0.000394,0.000686,0.000001,24.672796,-0.659573,0.022312,0.193963,0.360797,-0.009872,Tramvay
0.000004,0.121167,0.000151,0.012283,21.120149,0.00983,8.710625,0.199038,0.000102,0.000713,0.000014,12.743357,-0.262349,0.036317,0.188413,0.59571,0.294674,Met-Mar
0.000002,0.563369,0.003567,0.059726,16.806428,0.047106,20.837987,1.254093,0.006774,0.000691,0.000004,18.044746,-0.175992,0.113798,0.706556,1.739666,0.030783,Oto-Mbus
0.000001,0.106935,0.000217,0.014727,22.909351,0.014363,4.149375,0.245244,0.00012,-0.000278,0.000029,10.126336,0.12798,0.042311,0.155271,0.392675,0.044076,Met-Mar
0.000004,0.556845,0.003428,0.058553,12.144576,0.049185,20.270213,1.203875,0.007108,0.001276,0.000004,21.241641,0.656833,0.110422,0.764727,1.797837,0.04943,Oto-Mbus
0.000091,0.353732,0.001287,0.035871,11.9362,0.032119,9.40328,1.080461,0.002701,-0.000405,0.000006,49.28122,-2.144732,0.048504,0.334212,0.714838,0.001842,Oto-Mbus
0.000013,0.090495,0.000163,0.012748,7.134493,0.010928,6.60456,0.300151,0.000424,0.000809,0,82.163518,1.672843,0.022248,0.166832,0.370438,-0.005023,Hafif_Rayli
0.000135,1.39881,0.138162,0.371701,4.106364,0.415338,3.514164,3.85193,0.302098,-0.291402,0.000418,3.909227,0.718726,1.589665,2.03089,4.60916,-0.047558,Yurume
0.000014,0.299944,0.000854,0.029219,10.206461,0.029341,6.918134,0.323903,0.000651,0.000025,0.000051,6.994666,0.073241,0.122382,0.197816,0.374082,-0.037552,Oto-Mbus
0,0.163929,0.001087,0.032971,4.574124,0.037944,8.504955,0.464129,0.002796,-0.000211,0,3.649369,0.026677,0.075025,0.131084,0.28227,-0.024472,Araba
0.000011,0.373079,0.003271,0.057197,11.019048,0.047683,22.549739,1.285357,0.006381,0.00019,0.000055,19.358871,0.544532,0.112681,0.653218,1.271186,-0.010916,Oto-Mbus
0.000004,0.168788,0.00022,0.014818,35.227858,0.0141,5.197001,0.299217,0.000133,-0.000121,0.000012,11.842553,-0.186979,0.041647,0.159215,0.586135,0.440479,Met-Mar
0.000002,0.162106,0.000887,0.029786,7.127591,0.027223,13.058909,0.405277,0.000943,-0.000337,0.000009,7.195781,-0.135224,0.083548,0.211181,0.394053,0.010503,Oto-Mbus
0.000004,0.231648,0.000136,0.011675,84.514684,0.007586,19.835701,0.233704,0.000126,-0.000349,0.000003,793.531042,18.800295,0.010236,0.771365,2.345195,0.00153,Met-Mar
0.000002,0.116036,0.000194,0.013926,18.580892,0.013669,5.745593,0.233023,0.000127,-0.000328,0.000006,14.5239,-0.545642,0.042113,0.213125,0.397877,0.003814,Met-Mar
0,0.091153,0.000292,0.0171,4.641187,0.017603,6.991391,0.186265,0.000231,0.000627,0.000003,8.187502,0.459989,0.044162,0.086856,0.18921,-0.000241,Hafif_Rayli
0.00001,0.139401,0.000484,0.021995,12.070872,0.013737,15.823619,0.301525,0.000221,0.000973,0.000007,8.885246,0.39488,0.059134,0.129179,0.292255,-0.012233,Tramvay
0.000006,0.116271,0.000167,0.012919,36.445902,0.010126,8.067157,0.168928,0.000096,0.000643,0.00002,12.1172,-0.013075,0.036895,0.210434,0.619192,-0.003402,Met-Mar
0.000038,0.406056,0.002754,0.052476,19.62484,0.043396,17.842637,1.298683,0.003895,-0.002054,0.000021,25.354075,0.812668,0.091159,0.891487,1.555993,-0.009339,Araba
0.000028,0.514905,0.001204,0.034702,16.108901,0.03252,7.696137,1.245284,0.00264,-0.000978,0.000018,96.58005,-2.182637,0.048068,0.31599,0.715678,-0.000388,Oto-Mbus
0.000004,0.170947,0.000138,0.011752,48.467185,0.007701,33.332274,0.180973,0.000126,-0.000396,0.000001,81.57614,-0.305202,0.010586,0.649173,1.009235,-0.005955,Met-Mar
0.001101,1.1927,0.116154,0.340814,3.545331,0.417274,3.158687,4.19987,0.334683,-0.208679,0.001149,4.307033,0.80421,1.481313,2.16218,5.03125,0.027092,Yurume
0.000004,0.299944,0.000856,0.029257,11.532791,0.029726,8.388042,0.275675,0.000652,0.001102,0.000178,6.241204,-0.002877,0.12522,0.196302,0.345356,0.116717,Oto-Mbus
0.000008,0.225385,0.000767,0.027692,6.22369,0.029543,7.72355,0.328555,0.000642,0.000419,0.000091,6.156216,0.089866,0.124044,0.241291,0.393492,0.066739,Oto-Mbus
0.000004,0.116271,0.000164,0.012807,26.557485,0.010044,7.757678,0.177727,0.000096,0.000764,0.000014,12.888222,-0.080946,0.037214,0.210434,0.619192,-0.012982,Met-Mar
0.000006,0.288168,0.000774,0.027819,9.112137,0.029622,7.448525,0.324057,0.000651,-0.00006,0.000054,6.447315,0.082467,0.124831,0.230238,0.383946,0.012525,Oto-Mbus
0.000002,0.531208,0.003911,0.062539,12.608644,0.055112,7.6861,1.79225,0.004242,-0.002031,0.000077,39.805881,1.737808,0.10572,1.30513,2.302279,-0.028573,Araba
0.000006,0.680334,0.004165,0.064535,17.510817,0.050363,15.474647,1.800551,0.007753,0.000755,0.000087,20.501439,-0.14571,0.11525,0.647262,1.247988,0.003861,Oto-Mbus
0.000001,0.092846,0.000295,0.017174,5.078261,0.016961,6.362558,0.203961,0.000232,0.000678,0.000006,6.507179,0.055943,0.043579,0.084164,0.189518,-0.003107,Hafif_Rayli
0.000029,0.096358,0.000287,0.016943,5.180169,0.016865,6.731417,0.175599,0.000238,0.000746,0.000016,6.310414,0.264083,0.04275,0.077757,0.194714,-0.003639,Hafif_Rayli
0.000005,0.145312,0.000934,0.030565,6.219535,0.027609,12.1462,0.383373,0.000962,-0.000142,0.000032,7.501988,-0.140182,0.086457,0.232574,0.446511,0.03884,Oto-Mbus
0.000002,0.433068,0.026475,0.16271,2.885532,0.167411,4.373154,0.770316,0.006774,0.002491,0.000001,8.804387,0.571602,0.117617,0.766736,1.290967,-0.051764,Araba
0.000001,0.419435,0.002631,0.051292,15.382129,0.043568,35.965851,0.851838,0.003438,-0.002326,0.000088,20.237756,0.547992,0.095819,0.874953,1.52697,-0.011991,Araba
0.000012,0.120938,0.000169,0.013016,29.566288,0.010309,15.191868,0.341171,0.000106,-0.000177,0.000017,11.077192,0.136133,0.035002,0.282235,0.483609,-0.001553,Met-Mar
