@relation 'Free-Converter.com-sensor_test_fe_double_60_sec_shuffle_v2-94975332-weka.filters.unsupervised.attribute.Remove-R1-2,4-5,7-8,10-11,13-16,18,20-35,37-44,46,48-69,71-76,78-92,96-100,103-105,107-114'

@attribute AX-MinInc numeric
@attribute AX-Max numeric
@attribute AX-SqMean numeric
@attribute AX-QuaMean numeric
@attribute AX-Kurtosis numeric
@attribute AX-InqRan numeric
@attribute AY-Kurtosis numeric
@attribute AZ-Ranj numeric
@attribute AZ-SqMean numeric
@attribute GX-Median numeric
@attribute GY-MinRed numeric
@attribute GY-Kurtosis numeric
@attribute GY-Skewness numeric
@attribute GY-InqRan numeric
@attribute GZ-Max numeric
@attribute GZ-Ranj numeric
@attribute GZ-HaMean numeric
@attribute Mode {Tramvay,Oto-Mbus,Met-Mar,Araba,Hafif_Rayli,Yurume}

@data
0.000007,0.102021,0.000279,0.016702,4.858088,0.016902,5.870318,0.194146,0.000228,0.000672,0.000012,5.399177,0.159971,0.043868,0.089428,0.166921,-0.006771,Hafif_Rayli
0.000017,0.15839,0.0003,0.017322,14.338747,0.013506,10.855852,0.375239,0.00041,0.000651,0.000001,13.86758,-0.155098,0.022276,0.248736,0.430822,-0.004965,Tramvay
0.000052,1.48993,0.144007,0.379482,4.166702,0.413677,3.460239,4.89142,0.298616,-0.352082,0.000699,3.960744,0.759213,1.572608,1.76383,4.69512,0.440247,Yurume
0,0.139852,0.000156,0.01248,16.809805,0.013495,4.304179,0.159867,0.000413,-0.000021,0.000003,6.130568,-0.061573,0.031279,0.101622,0.193738,0.006065,Met-Mar
0.000013,0.127324,0.000492,0.022188,12.653095,0.013633,17.737409,0.274831,0.000229,0.000887,0.000022,8.20822,-0.012665,0.061497,0.125952,0.271926,-0.033034,Tramvay
0.000014,0.139665,0.000482,0.02196,10.101649,0.014152,13.385504,0.298656,0.000255,0.000949,0.000007,9.682457,0.539062,0.061529,0.191895,0.342881,-0.005096,Tramvay
0.000013,0.178784,0.00029,0.017042,16.250538,0.013274,17.744588,0.420316,0.000442,0.000668,0.000002,17.767593,-0.177499,0.02334,0.207831,0.351057,-0.004313,Tramvay
0.000007,0.184086,0.000298,0.017269,19.882857,0.013525,13.187878,0.440791,0.000447,0.000516,0.000001,18.509787,0.852042,0.023483,0.151371,0.279639,-0.014129,Tramvay
0.000001,0.21648,0.000775,0.027845,7.579244,0.029285,9.111096,0.406893,0.000644,0.000924,0.000072,5.480246,-0.05788,0.124322,0.210471,0.37685,-0.006408,Oto-Mbus
0.000019,0.539973,0.003841,0.061978,18.135916,0.050082,20.830419,1.390114,0.006831,0.000311,0.00011,26.370227,-0.445291,0.112367,0.689698,1.419097,-0.008643,Oto-Mbus
0.000001,0.162106,0.00087,0.029502,6.500557,0.026563,15.037322,0.356423,0.000923,-0.001033,0.000009,7.041369,-0.052423,0.083523,0.211181,0.402763,0.02037,Oto-Mbus
0.000032,0.633666,0.00384,0.06197,16.140874,0.049807,15.241905,1.474459,0.007122,0.000452,0.000186,20.180788,-0.797333,0.114514,0.653201,1.248048,0.007167,Oto-Mbus
0.000003,0.680334,0.003914,0.062563,17.859689,0.049411,16.399805,1.800551,0.00773,0.000753,0.000087,23.273565,-0.072132,0.111705,0.583786,1.184512,-0.021732,Oto-Mbus
0.000001,0.10201,0.000188,0.013707,15.406123,0.013981,4.23494,0.302542,0.000133,0.000041,0.000004,15.374902,0.639749,0.042882,0.218029,0.434947,0.010519,Met-Mar
0.000001,0.452701,0.002643,0.051412,16.874119,0.042698,27.028639,0.894534,0.003326,-0.001719,0.00017,16.021226,-0.170173,0.095864,0.874953,1.484525,0.060301,Araba
0.000003,0.430025,0.002625,0.051234,16.667874,0.043338,20.581336,1.037726,0.003769,-0.001922,0.000075,23.989396,0.259927,0.096812,0.91365,1.584336,0.017609,Araba
0.000015,0.322904,0.00129,0.035916,13.728726,0.032752,6.844717,1.395249,0.003127,-0.00082,0.000012,92.269865,3.701552,0.050786,0.317788,0.691968,-0.087354,Oto-Mbus
0.000002,0.531208,0.00389,0.062368,9.529333,0.057945,6.267171,1.654029,0.004332,-0.002483,0.000066,35.296466,0.647768,0.108454,0.922949,1.920098,-0.03093,Araba
0.000015,0.181487,0.000299,0.017285,17.090311,0.013349,11.498426,0.390701,0.000425,0.000676,0,15.908294,0.245179,0.022433,0.221923,0.421972,0.002541,Tramvay
0.000018,0.503922,0.003486,0.059046,16.173199,0.049153,19.572833,1.326874,0.006909,-0.000293,0.000062,18.211107,0.522147,0.112305,0.585998,1.203966,-0.017282,Oto-Mbus
0.00007,1.45878,0.145736,0.381754,3.926903,0.43536,3.445042,4.27968,0.300171,-0.309125,0.000251,3.847237,0.701574,1.558698,1.79655,4.40854,0.263539,Yurume
0.000025,0.233181,0.000792,0.028136,6.652238,0.029901,9.199926,0.34782,0.000609,0.000808,0.000005,6.213866,0.183504,0.125261,0.21655,0.365439,0.013763,Oto-Mbus
0.000135,1.16506,0.114982,0.33909,3.601389,0.414569,3.201194,4.09453,0.347217,-0.155103,0.001426,4.278063,0.797876,1.527276,1.71632,4.69843,-0.213945,Yurume
0.000001,0.089056,0.000169,0.012982,7.844439,0.010993,8.992627,0.346372,0.000438,0.000968,0.000004,78.625905,1.977572,0.022605,0.181613,0.355939,-0.045151,Hafif_Rayli
0.000003,0.247397,0.000132,0.011475,82.291106,0.007739,13.645706,0.242701,0.000127,-0.00034,0.000007,55.090295,-0.011168,0.010536,0.74681,1.192558,0.011003,Met-Mar
0.000009,0.208742,0.0003,0.017331,19.070301,0.013671,11.946549,0.439851,0.000456,0.000759,0.000001,21.131444,0.62534,0.023284,0.151371,0.303831,-0.00795,Tramvay
0.000002,0.153078,0.000777,0.027869,6.002798,0.029757,8.206058,0.357104,0.000614,0.000684,0.000013,5.652277,0.176427,0.125683,0.192762,0.337827,-0.132396,Oto-Mbus
